price,landsize,address,park,bed,bath,longitude,latitude,date,property_type
"$625,000",Internal area 84,"60/8 Wells Street, SOUTHBANK VIC 3006",1,2,1,144.968613,-37.8262,Sold at auction 23 September 2015,Apartment / Unit / Flat
"$615,000",Internal area 103,"218/22 Kavanagh Street, SOUTHBANK VIC 3006",1,2,2,144.965942,-37.822876,Sold by private treaty 07 September 2015,Apartment / Unit / Flat
"$550,000",Land area 81 m2,"201/88 Kavanagh Street, SOUTHBANK VIC 3006",1,2,1,144.963272,-37.82469,Sold by private treaty 07 September 2015,Apartment / Unit / Flat
"$510,000",Internal area 82,"114/183 City Road, SOUTHBANK VIC 3006",1,2,1,144.9624,-37.8249168,Sold by private treaty 21 August 2015,Apartment / Unit / Flat
"$610,000",Internal area 89,"348/183 City Road, SOUTHBANK VIC 3006",1,2,2,144.9624,-37.8249168,Sold by private treaty 18 August 2015,Apartment / Unit / Flat
"$550,000",Internal area 87,"86/22 Kavanagh Street, SOUTHBANK VIC 3006",1,2,2,144.965942,-37.822876,Sold by private treaty 14 July 2015,Apartment / Unit / Flat
"$500,000","Land area 18 m2
Internal area 66","2705/63 Whiteman Street, SOUTHBANK VIC 3006",1,2,1,144.956726,-37.8260651,Sold by private treaty 01 June 2015,Apartment / Unit / Flat
"$690,000",Internal area 82,"2908/180 City Road, SOUTHBANK VIC 3006",1,2,2,144.962021,-37.8240471,Sold by private treaty 22 May 2015,Apartment / Unit / Flat
"$510,000
        price from APM PriceFinder",Internal area 71,"301/88 Kavanagh Street, SOUTHBANK VIC 3006",1,2,1,144.963272,-37.82469,Sold by private treaty 18 May 2015,Apartment / Unit / Flat
"$486,000",Internal area 84,"107/88 Kavanagh Street, SOUTHBANK VIC 3006",1,2,1,144.963272,-37.82469,Sold by private treaty 04 May 2015,Apartment / Unit / Flat
"$525,000",Internal area 62,"3005/63 Whiteman Street, SOUTHBANK VIC 3006",1,2,1,144.956726,-37.8260651,Sold by private treaty 22 April 2015,Apartment / Unit / Flat
"$555,000
        price from APM PriceFinder",Land area 82 m2,"141/83 Whiteman, SOUTHBANK VIC 3006",1,2,2,144.956,-37.82697,Sold by private treaty 23 March 2015,Apartment / Unit / Flat
"$508,000
        price from APM PriceFinder","Land area 94 m2
Internal area 83","242/100 Kavanagh Street, SOUTHBANK VIC 3006",1,2,2,144.96254,-37.8251266,Sold by private treaty 21 March 2015,Apartment / Unit / Flat
"$570,000
        price from APM PriceFinder",Internal area 85,"2305/63 Whiteman Street, SOUTHBANK VIC 3006",1,2,2,144.956726,-37.8260651,Sold by private treaty 03 March 2015,Apartment / Unit / Flat
"$880,000
        price from APM PriceFinder",Internal area 111,"1004/8 Kavanagh Street, SOUTHBANK VIC 3006",1,2,2,144.96669,-37.8225632,Sold by private treaty 18 November 2014,Apartment / Unit / Flat
"$505,000
        price from APM PriceFinder","Land area 74 m2
Internal area 62","3302 /283 City Road, SOUTHBANK VIC 3006",1,2,1,144.959045,-37.82737,Sold by private treaty 22 October 2014,Apartment / Unit / Flat
"$540,000
        price from APM PriceFinder",Internal area 78,"50/88 Wells Street, SOUTHBANK VIC 3006",1,2,1,144.96817,-37.82728,Sold at auction 13 September 2014,Apartment / Unit / Flat
"$661,500
        price from APM PriceFinder",Internal area 90,"301/18 Kavanagh Street, SOUTHBANK VIC 3006",1,2,2,144.9661,-37.8228264,Sold by private treaty 12 July 2014,Apartment / Unit / Flat
"$562,500",Internal area 80,"5/110 Southbank Boulevard, SOUTHBANK VIC 3006",1,2,1,144.965622,-37.82355,Sold at auction 14 December 2013,Apartment / Unit / Flat
"$585,000
        price from APM PriceFinder",Internal area 90,"2302/63 Whiteman Street, Southbank VIC 3006",1,2,2,144.956726,-37.8260651,Sold by private treaty 29 November 2013,Apartment / Unit / Flat
"$495,000
        price from APM PriceFinder",Internal area 71,"2309 / 283 City Road, SOUTHBANK VIC 3006",1,2,1,144.959045,-37.8271751,Sold by private treaty 16 October 2013,Apartment / Unit / Flat
"$611,000
        price from APM PriceFinder",Internal area 74,"3101/283 City Road, SOUTHBANK VIC 3006",1,2,1,144.959045,-37.82737,Sold by private treaty 03 August 2013,Apartment / Unit / Flat
"$555,000
        price from APM PriceFinder",Land area 80 m2,"81/120 Sturt Street, SOUTHBANK VIC 3006",1,2,1,144.966843,-37.8246269,Sold by private treaty 09 May 2013,Apartment / Unit / Flat
"$523,000
        price from APM PriceFinder",Internal area 83,"Kavanagh Street, SOUTHBANK VIC 3006",1,2,1,144.96402,-37.8235321,Sold by private treaty 05 March 2013,Apartment / Unit / Flat
"$516,500
        price from APM PriceFinder",Land area 0 m2,Southbank VIC 3006,1,2,1,144.966843,-37.8246269,Sold by private treaty 05 February 2013,Apartment / Unit / Flat
"$570,000
        price from APM PriceFinder",Internal area 9,"1503/63 Whiteman Street, SOUTHBANK VIC 3006",1,2,2,144.956772,-37.82592,Sold by private treaty 09 May 2012,Apartment / Unit / Flat
"$525,000",Internal area 0.00,"1603/14 Kavanagh Street, SOUTHBANK VIC 3006",1,2,2,144.966385,-37.8227921,Sold by private treaty 09 December 2011,Apartment / Unit / Flat
"$525,000
        price from APM PriceFinder",Internal area 0.00,"188/183 City Road, Southbank VIC 3006",1,2,2,144.9624,-37.8249168,Sold by private treaty 08 December 2011,Apartment / Unit / Flat
"$575,000",Internal area 0.00,"2604/109 Clarendon Street, SOUTHBANK VIC 3006",1,2,2,144.958466,-37.82774,Sold by private treaty 07 October 2011,Apartment / Unit / Flat
"$597,000",Internal area 0.00,"606/80 Clarendon Street, SOUTHBANK VIC 3006",1,2,1,144.95723,-37.8271446,Sold by private treaty 20 August 2011,Apartment / Unit / Flat
"$440,000",Internal area 0.00,"1011/80 Clarendon Street, SOUTHBANK VIC 3006",1,2,1,144.95723,-37.8271446,Sold by private treaty 13 July 2011,Apartment / Unit / Flat
"$665,000",Internal area 0.00,"2401/80 Clarendon Street, SOUTHBANK VIC 3006",1,2,2,144.957336,-37.8272324,Sold by private treaty 13 July 2011,Apartment / Unit / Flat
"$520,000",Internal area 0.00,"40/120 Sturt Street, SOUTHBANK VIC 3006",1,2,1,144.9669,-37.824894,Sold by private treaty 07 April 2011,Apartment / Unit / Flat
"$495,000",Internal area 0.00,"198/99 Whiteman Street, SOUTHBANK VIC 3006",1,2,1,144.955643,-37.82737,Sold by private treaty 05 April 2011,Apartment / Unit / Flat
"$525,000",Internal area 0.00,"199/100 Kavanagh Street, SOUTHBANK VIC 3006",1,2,1,144.96283,-37.825325,Sold by private treaty 28 March 2011,Apartment / Unit / Flat
"$525,000",Internal area 0.00,"1405/163 City Road, SOUTHBANK VIC 3006",1,2,2,144.962555,-37.8240776,Sold by private treaty 02 February 2011,Apartment / Unit / Flat
"$520,000",Internal area 0.00,"607/163 City Road, SOUTHBANK VIC 3006",1,2,2,144.962555,-37.8240776,Sold by private treaty 15 January 2011,Apartment / Unit / Flat
"$525,000",Internal area 0.00,"507/163 City Road, Southbank VIC 3006",1,2,2,144.962555,-37.8240776,Sold by private treaty 14 December 2010,Apartment / Unit / Flat
"$490,000",Internal area 0.00,"76/88 Southbank Boulevard, SOUTHBANK VIC 3006",1,2,1,144.964661,-37.8234634,Sold by private treaty 11 November 2010,Apartment / Unit / Flat
"$480,000",Internal area 0.00,"107/173 City Road, SOUTHBANK VIC 3006",1,2,1,144.962082,-37.8243637,Sold by private treaty 01 October 2010,Apartment / Unit / Flat
"$580,000",Internal area 0.00,"226/22 Kavanagh Street, Southbank VIC 3006",1,2,2,144.965881,-37.8229332,Sold by private treaty 15 September 2010,Apartment / Unit / Flat
"$812,500",Internal area 0.00,"2401/7 Riverside Quay, SOUTHBANK VIC 3006",1,2,2,144.964478,-37.82141,Sold by private treaty 11 September 2010,Apartment / Unit / Flat
"$502,000",Internal area 0.00,"232/100 Kavanagh Street, SOUTHBANK VIC 3006",1,2,1,144.9627,-37.8251572,Sold by private treaty 26 July 2010,Apartment / Unit / Flat
"$585,000",Internal area 0.00,"327/173 City Road, SOUTHBANK VIC 3006",1,2,1,144.962082,-37.8243637,Sold by private treaty 20 July 2010,Apartment / Unit / Flat
"$522,000",Internal area 0.00,"257/173 City Road, SOUTHBANK VIC 3006",1,2,1,144.962082,-37.8243637,Sold by private treaty 09 July 2010,Apartment / Unit / Flat
"$600,000",Internal area 0.00,"908/45 Haig Street, SOUTHBANK VIC 3006",1,2,2,144.957428,-37.8270226,Sold by private treaty 02 June 2010,Apartment / Unit / Flat
"$650,000
        price from APM PriceFinder",Land area squareMeter m2,"54/8 Cook Street, Southbank VIC 3006",1,2,1,144.964691,-37.8213348,Sold at auction 19 April 2010,Apartment / Unit / Flat
"$615,000
        price from APM PriceFinder",Land area squareMeter m2,"49/1 Riverside Quay, Southbank VIC 3006",1,2,1,144.963959,-37.821743,Sold by private treaty 07 April 2010,Apartment / Unit / Flat
"$605,000
        price from APM PriceFinder",Land area squareMeter m2,"1104/7 Riverside Quay, Southbank VIC 3006",1,2,2,144.964478,-37.82141,Sold at auction 12 March 2010,Apartment / Unit / Flat
"$809,000",Internal area 0.00,"1307/7 Riverside Quay, SOUTHBANK VIC 3006",1,2,2,144.964478,-37.82141,Sold by private treaty 21 February 2010,Apartment / Unit / Flat
"$1,180,000
        price from APM PriceFinder",Land area squareMeter m2,"5108/7 Riverside Quay, Southbank VIC 3006",1,2,2,144.964478,-37.82141,Sold by private treaty 12 February 2010,Apartment / Unit / Flat
"$615,000
        price from APM PriceFinder",Land area squareMeter m2,"1204/7 Riverside Quay, Southbank VIC 3006",1,2,2,144.964478,-37.82141,Sold at auction 30 January 2010,Apartment / Unit / Flat
"$465,000
        price from APM PriceFinder",Land area squareMeter m2,"5/30 Miles Street, Southbank VIC 3006",1,2,1,144.966278,-37.8281059,Sold by private treaty 17 November 2009,Apartment / Unit / Flat
"$510,000
        price from APM PriceFinder",Land area squareMeter m2,"138/183 City Road, Southbank VIC 3006",1,2,2,144.961838,-37.82483,Sold by private treaty 13 November 2009,Apartment / Unit / Flat
"$580,000
        price from APM PriceFinder",Land area squareMeter m2,"92/99 Whiteman Street, Southbank VIC 3006",1,2,2,144.9556,-37.82728,Sold by private treaty 11 November 2009,Apartment / Unit / Flat
"$510,000
        price from APM PriceFinder",Land area squareMeter m2,"294/183 City Road, Southbank VIC 3006",1,2,1,144.961838,-37.82483,Sold by private treaty 09 November 2009,Apartment / Unit / Flat
"$520,000
        price from APM PriceFinder",Land area squareMeter m2,"235/100 Kavanagh Street, Southbank VIC 3006",1,2,2,144.9627,-37.8251572,Sold by private treaty 27 October 2009,Apartment / Unit / Flat
"$531,000
        price from APM PriceFinder",Land area squareMeter m2,"273/88 Kavanagh Street, Southbank VIC 3006",1,2,2,144.963211,-37.8245544,Sold by private treaty 14 October 2009,Apartment / Unit / Flat
"$485,000
        price from APM PriceFinder",Land area squareMeter m2,"258/88 Kavanagh Street, Southbank VIC 3006",1,2,1,144.963211,-37.8245544,Sold by private treaty 01 October 2009,Apartment / Unit / Flat
"$445,000
        price from APM PriceFinder",Land area squareMeter m2,"167/173 City Road, Southbank VIC 3006",1,2,1,144.962082,-37.8243637,Sold by private treaty 30 September 2009,Apartment / Unit / Flat
"$535,000
        price from APM PriceFinder",Land area squareMeter m2,"1411/83 Queensbridge Street, Southbank VIC 3006",1,2,2,144.960571,-37.8239326,Sold by private treaty 29 September 2009,Apartment / Unit / Flat
"$490,000
        price from APM PriceFinder",Land area squareMeter m2,"4/106 Southbank Boulevard, Southbank VIC 3006",1,2,1,144.965363,-37.8234329,Sold by private treaty 22 September 2009,Apartment / Unit / Flat
"$495,000
        price from APM PriceFinder",Land area squareMeter m2,"267/183 City Road, Southbank VIC 3006",1,2,1,144.961838,-37.82483,Sold by private treaty 20 September 2009,Apartment / Unit / Flat
"$530,000
        price from APM PriceFinder",Land area squareMeter m2,"189/100 Kavanagh Street, Southbank VIC 3006",1,2,2,144.9627,-37.8251572,Sold by private treaty 05 September 2009,Apartment / Unit / Flat
"$497,000
        price from APM PriceFinder","Land area squareMeter m2
Internal area 82.7","149/38 Kavanagh Street, Southbank VIC 3006",1,2,2,144.964233,-37.8238525,Sold by private treaty 04 September 2009,Apartment / Unit / Flat
"$465,000
        price from APM PriceFinder",Land area squareMeter m2,"109/173 City Road, Southbank VIC 3006",1,2,2,144.962234,-37.8244972,Sold by private treaty 01 September 2009,Apartment / Unit / Flat
"$450,002
        price from APM PriceFinder",Land area squareMeter m2,"94/183 City Road, Southbank VIC 3006",1,2,1,144.961838,-37.82483,Sold by private treaty 20 August 2009,Apartment / Unit / Flat
"$550,500
        price from APM PriceFinder",Land area squareMeter m2,"301/18 Kavanagh Street, Southbank VIC 3006",1,2,1,144.966141,-37.8228226,Sold by private treaty 13 August 2009,Apartment / Unit / Flat
"$455,000
        price from APM PriceFinder",Land area squareMeter m2,"201/79 Whiteman Street, Southbank VIC 3006",1,2,1,144.956177,-37.8265076,Sold by private treaty 13 August 2009,Apartment / Unit / Flat
"$474,000
        price from APM PriceFinder",Land area squareMeter m2,"23/99 Whiteman Street, Southbank VIC 3006",1,2,1,144.9556,-37.82728,Sold by private treaty 13 August 2009,Apartment / Unit / Flat
"$520,000
        price from APM PriceFinder",Land area squareMeter m2,"282/88 Kavanagh Street, Southbank VIC 3006",1,2,2,144.963211,-37.8245544,Sold by private treaty 01 August 2009,Apartment / Unit / Flat
"$485,000
        price from APM PriceFinder",Land area squareMeter m2,"2/78 Wells Street, Southbank VIC 3006",1,2,1,144.96875,-37.8267365,Sold by private treaty 31 July 2009,Apartment / Unit / Flat
"$508,888
        price from APM PriceFinder",Land area squareMeter m2,"297/173 City Road, Southbank VIC 3006",1,2,1,144.962234,-37.8244972,Sold by private treaty 25 July 2009,Apartment / Unit / Flat
"$510,000
        price from APM PriceFinder",Land area squareMeter m2,"233/173 City Road, Southbank VIC 3006",1,2,2,144.962234,-37.8244972,Sold by private treaty 20 July 2009,Apartment / Unit / Flat
"$500,000
        price from APM PriceFinder",Land area squareMeter m2,"186/99 Whiteman Street, Southbank VIC 3006",1,2,2,144.9556,-37.82728,Sold by private treaty 14 July 2009,Apartment / Unit / Flat
"$400,000
        price from APM PriceFinder",Land area squareMeter m2,"3/88 Southbank Boulevard, Southbank VIC 3006",1,2,1,144.96434,-37.8233871,Sold by private treaty 06 July 2009,Apartment / Unit / Flat
"$590,000
        price from APM PriceFinder",Land area squareMeter m2,"1703/63 Whiteman Street, Southbank VIC 3006",1,2,2,144.956863,-37.8257141,Sold by private treaty 02 July 2009,Apartment / Unit / Flat
"$476,000
        price from APM PriceFinder",Land area squareMeter m2,"217/99 Whiteman Street, Southbank VIC 3006",1,2,1,144.9556,-37.82728,Sold by private treaty 01 July 2009,Apartment / Unit / Flat
"$508,888
        price from APM PriceFinder",Land area squareMeter m2,"222/173 City Road, Southbank VIC 3006",1,2,2,144.962234,-37.8244972,Sold by private treaty 24 June 2009,Apartment / Unit / Flat
"$468,000
        price from APM PriceFinder",Land area squareMeter m2,"173/183 City Road, Southbank VIC 3006",1,2,2,144.961838,-37.82483,Sold by private treaty 24 June 2009,Apartment / Unit / Flat
"$500,000
        price from APM PriceFinder",Land area squareMeter m2,"319/183 City Road, Southbank VIC 3006",1,2,2,144.961838,-37.82483,Sold by private treaty 12 June 2009,Apartment / Unit / Flat
"$490,000
        price from APM PriceFinder",Land area squareMeter m2,"141/83 Whiteman Street, Southbank VIC 3006",1,2,2,144.955826,-37.8268738,Sold by private treaty 11 June 2009,Apartment / Unit / Flat
"$445,000
        price from APM PriceFinder",Land area squareMeter m2,"169/173 City Road, Southbank VIC 3006",1,2,1,144.961975,-37.82465,Sold by private treaty 01 June 2009,Apartment / Unit / Flat
"$475,000
        price from APM PriceFinder",Land area squareMeter m2,"7/83 Dodds Street, Southbank VIC 3006",1,2,1,144.96875,-37.8267365,Sold by private treaty 28 May 2009,Apartment / Unit / Flat
"$475,000
        price from APM PriceFinder",Land area squareMeter m2,"288/183 City Road, Southbank VIC 3006",1,2,1,144.961838,-37.82483,Sold by private treaty 25 May 2009,Apartment / Unit / Flat
"$420,000
        price from APM PriceFinder",Land area squareMeter m2,"2/171 City Road, Southbank VIC 3006",1,2,1,144.962234,-37.8244972,Sold by private treaty 21 May 2009,Apartment / Unit / Flat
"$475,000
        price from APM PriceFinder",Land area squareMeter m2,"202/100 Kavanagh Street, Southbank VIC 3006",1,2,2,144.962158,-37.8258476,Sold by private treaty 12 May 2009,Apartment / Unit / Flat
"$480,000
        price from APM PriceFinder",Land area squareMeter m2,"113/79 Whiteman Street, Southbank VIC 3006",1,2,2,144.956177,-37.8265076,Sold by private treaty 06 May 2009,Apartment / Unit / Flat
"$475,000
        price from APM PriceFinder",Land area squareMeter m2,"171/83 Whiteman Street, Southbank VIC 3006",1,2,2,144.95636,-37.8262062,Sold by private treaty 02 May 2009,Apartment / Unit / Flat
"$457,500
        price from APM PriceFinder",Land area squareMeter m2,"168/183 City Road, Southbank VIC 3006",1,2,2,144.961548,-37.82481,Sold by private treaty 22 April 2009,Apartment / Unit / Flat
"$402,500
        price from APM PriceFinder",Land area squareMeter m2,"131/79 Whiteman Street, Southbank VIC 3006",1,2,1,144.956177,-37.8265076,Sold by private treaty 19 April 2009,Apartment / Unit / Flat
"$413,000
        price from APM PriceFinder",Land area squareMeter m2,"85/38 Kavanagh Street, Southbank VIC 3006",1,2,1,144.964249,-37.8238335,Sold by private treaty 06 April 2009,Apartment / Unit / Flat
"$450,000
        price from APM PriceFinder",Land area squareMeter m2,"195/100 Kavanagh Street, Southbank VIC 3006",1,2,1,144.9627,-37.8251572,Sold by private treaty 05 April 2009,Apartment / Unit / Flat
"$451,000
        price from APM PriceFinder",Land area squareMeter m2,"188/99 Whiteman Street, Southbank VIC 3006",1,2,2,144.955811,-37.82669,Sold by private treaty 02 April 2009,Apartment / Unit / Flat
"$440,000
        price from APM PriceFinder",Land area squareMeter m2,"237/88 Kavanagh Street, Southbank VIC 3006",1,2,1,144.963211,-37.8245544,Sold by private treaty 24 March 2009,Apartment / Unit / Flat
"$400,250
        price from APM PriceFinder",Land area squareMeter m2,"57/99 Whiteman Street, Southbank VIC 3006",1,2,1,144.955811,-37.82669,Sold by private treaty 18 March 2009,Apartment / Unit / Flat
"$430,002
        price from APM PriceFinder",Land area squareMeter m2,"244/183 City Road, Southbank VIC 3006",1,2,1,144.961548,-37.82481,Sold by private treaty 17 March 2009,Apartment / Unit / Flat
"$425,000
        price from APM PriceFinder",Land area squareMeter m2,"16/88 Wells Street, Southbank VIC 3006",1,2,1,144.968567,-37.8273163,Sold by private treaty 15 March 2009,Apartment / Unit / Flat
"$460,000
        price from APM PriceFinder",Land area squareMeter m2,"225/100 Kavanagh Street, Southbank VIC 3006",1,2,1,144.962158,-37.8258476,Sold by private treaty 11 March 2009,Apartment / Unit / Flat
"$470,000
        price from APM PriceFinder",Land area squareMeter m2,"145/83 Whiteman Street, Southbank VIC 3006",1,2,1,144.955826,-37.8268738,Sold by private treaty 04 March 2009,Apartment / Unit / Flat
"$471,000
        price from APM PriceFinder",Land area squareMeter m2,"283/88 Kavanagh Street, Southbank VIC 3006",1,2,2,144.963211,-37.8245544,Sold by private treaty 27 February 2009,Apartment / Unit / Flat
"$432,000
        price from APM PriceFinder",Land area squareMeter m2,"218/83 Queensbridge Street, Southbank VIC 3006",1,2,1,144.9606,-37.8239365,Sold by private treaty 25 February 2009,Apartment / Unit / Flat
"$455,000
        price from APM PriceFinder",Land area squareMeter m2,"179/183 City Road, Southbank VIC 3006",1,2,2,144.962234,-37.8244972,Sold by private treaty 16 February 2009,Apartment / Unit / Flat
"$462,500
        price from APM PriceFinder",Land area squareMeter m2,"272/100 Kavanagh Street, Southbank VIC 3006",1,2,1,144.962158,-37.8258476,Sold by private treaty 05 February 2009,Apartment / Unit / Flat
"$385,000
        price from APM PriceFinder",Land area squareMeter m2,"76/88 Kavanagh Street, Southbank VIC 3006",1,2,1,144.963547,-37.82465,Sold by private treaty 02 February 2009,Apartment / Unit / Flat
Price Withheld,"Land area 74 m2
Internal area 69.00","1801/118 Kavanagh Street, Southbank VIC 3006",1,2,2,144.961975,-37.8254128,Sold by private treaty 07 September 2017,Apartment / Unit / Flat
Price Withheld,"Land area 76 m2
Internal area 69.00","3106/118 Kavanagh Street, Southbank VIC 3006",1,2,2,144.961975,-37.8254128,Sold by private treaty 28 August 2017,Apartment / Unit / Flat
Price Withheld,"Land area 77 m2
Internal area 70.00","2404/118 Kavanagh Street, Southbank VIC 3006",1,2,2,144.961975,-37.8254128,Sold prior to auction 09 July 2017,Apartment / Unit / Flat
Price Withheld,Internal area 71.00,"4/66 Coventry Street, Southbank VIC 3006",1,2,1,144.967941,-37.8288078,Sold by private treaty 09 June 2017,Apartment / Unit / Flat
Price Withheld,"Land area 83 m2
Internal area 83 m2","1905/109 Clarendon Street, Southbank VIC 3006",1,2,2,144.95845,-37.8278046,Sold by private treaty 14 November 2016,Apartment / Unit / Flat
Price Withheld,Internal area 105,"601/80 Clarendon Street, Southbank VIC 3006",1,2,2,144.95723,-37.8271446,Sold at auction 26 February 2016,Apartment / Unit / Flat
Price Withheld,Internal area 118,"2601/7 Riverside  Quay, Southbank VIC 3006",1,2,2,144.964478,-37.82141,Sold by private treaty 04 February 2016,Apartment / Unit / Flat
Price Withheld,Land area 90 m2,"2503/133 City Road, Southbank VIC 3006",1,2,2,144.963623,-37.8234444,Sold by private treaty 22 January 2016,Apartment / Unit / Flat
Price Withheld,"Land area 82 m2
Internal area 82","1704/109 Clarendon Street, Southbank VIC 3006",1,2,2,144.958466,-37.82774,Sold by private treaty 05 November 2015,Apartment / Unit / Flat
Price Withheld,Internal area 76,Southbank VIC 3006,1,2,1,144.96402,-37.822628,Sold by private treaty 01 July 2015,Apartment / Unit / Flat
Price Withheld,Internal area 90,Southbank VIC 3006,1,2,1,144.96402,-37.822628,Sold by private treaty 15 June 2015,Apartment / Unit / Flat
Price Withheld,Land area 84 m2,"2310/118 Kavanagh Street, SOUTHBANK VIC 3006",1,2,2,144.96225,-37.82548,Sold by private treaty 31 May 2015,Apartment / Unit / Flat
Price Withheld,Internal area 78,"2605/109 Clarendon Street, SOUTHBANK VIC 3006",1,2,2,144.958466,-37.82774,Sold by private treaty 05 February 2015,Apartment / Unit / Flat
Price Withheld,Internal area 85,"85/22 Kavanagh Street, SOUTHBANK VIC 3006",1,2,2,144.965942,-37.822876,Sold by private treaty 26 July 2014,Apartment / Unit / Flat
Price Withheld,Internal area 77,"1905/283 City Road, SOUTHBANK VIC 3006",1,2,2,144.959045,-37.82737,Sold by private treaty 16 July 2014,Apartment / Unit / Flat
Price Withheld,Internal area 105,"907/80 Clarendon Street, SOUTHBANK VIC 3006",1,2,2,144.95723,-37.8271446,Sold by private treaty 10 July 2014,Apartment / Unit / Flat
