price,landsize,address,park,bed,bath,longitude,latitude,date,property_type
Price Withheld,Land area 920 m2,"115 Phillip Drive, SUNBURY VIC 3429",2,4,2,144.69957,-37.5636978,Sold by private treaty 30 November 2011,House
Price Withheld,Land area 709 m2,"550 Elizabeth Drive, SUNBURY VIC 3429",2,4,1,144.708649,-37.5802,Sold by private treaty 19 September 2011,House
Price Withheld,"Land area 820 m2
Internal area 333","8 Orchardview Grove, SUNBURY VIC 3429",2,4,2,144.7466,-37.5751152,Sold by private treaty 21 July 2011,House
Price Withheld,Internal area 223,"13 Bundanoon Avenue, Sunbury VIC 3429",2,4,2,144.710266,-37.5575676,Sold by private treaty 14 June 2011,House
Price Withheld,"Land area 660 m2
Internal area 263","5 Massie Circuit, SUNBURY VIC 3429",2,4,2,144.698486,-37.5899544,Sold by private treaty 11 February 2011,House
Price Withheld,"Land area 818 m2
Internal area 200.34","12 Cowper Crescent, SUNBURY VIC 3429",2,4,2,144.704971,-37.57871,Sold by private treaty 16 November 2010,House
Price Withheld,"Land area 1300 m2
Internal area 343","94 The Skyline, SUNBURY VIC 3429",2,4,2,144.751572,-37.562912,Sold by private treaty 12 November 2010,House
Price Withheld,Land area 679 m2,"70 Rees Road, SUNBURY VIC 3429",2,4,2,144.706009,-37.5646439,Sold by private treaty 27 August 2010,House
Price Withheld,Land area 6731 m2,"4 Marshall Close, SUNBURY VIC 3429",2,4,2,144.719849,-37.5578156,Sold by private treaty 09 August 2010,House
Price Withheld,Internal area 149,"38 McEwen Drive, Sunbury VIC 3429",2,4,2,144.729645,-37.5631256,Sold by private treaty 30 July 2010,House
Price Withheld,Internal area 297,"83 The Old Stock Run, Sunbury VIC 3429",2,4,2,144.75502,-37.57305,Sold by private treaty 21 June 2010,House
Price Withheld,"Land area 550 m2
Internal area 230","5 Ruyton Court, SUNBURY VIC 3429",2,4,2,144.756546,-37.5766068,Sold by private treaty 13 May 2010,House
Price Withheld,Internal area 304,"60 Albert Road, SUNBURY VIC 3429",2,4,2,144.7287,-37.5493126,Sold by private treaty 16 January 2010,House
Price Withheld,Land area 762 m2,"11 Seagull Place, SUNBURY VIC 3429",2,4,2,144.7202,-37.5960846,Sold by private treaty 22 September 2009,House
Price Withheld,Land area 599 m2,"Lot 792 Wicket St*, SUNBURY VIC 3429",2,4,2,144.725082,-37.58092,Sold by private treaty 03 March 2009,House
Price Withheld,"Land area 657 m2
Internal area 277.6","5 Massie Circuit, SUNBURY VIC 3429",2,4,2,144.698486,-37.5898972,Sold by private treaty 10 February 2009,House
"$512,000",Land area 706 m2,"7 Medinah Close, Sunbury VIC 3429",2,4,2,144.755524,-37.5815468,Sold by private treaty 22 September 2017,House
"$485,000",Land area 802 m2,"134 Phillip Drive, Sunbury VIC 3429",2,4,2,144.698059,-37.5652924,Sold by private treaty 20 September 2017,House
"$610,000","Land area 531 m2
Internal area 196","7 Lampton Way, Sunbury VIC 3429",2,4,2,144.711121,-37.59744,Sold at auction 20 September 2017,House
"$590,000",Land area 724 m2,"3 Fawcett Place, Sunbury VIC 3429",2,4,2,144.715317,-37.57733,Sold at auction 09 September 2017,House
"$575,000",Land area 689 m2,"4 Parade Court, Sunbury VIC 3429",2,4,2,144.7533,-37.57599,Sold by private treaty 30 August 2017,House
"$575,000",Land area 698 m2,"53 Olive Grove, Sunbury VIC 3429",2,4,2,144.704056,-37.56998,Sold by private treaty 22 August 2017,House
"$580,000",Land area 734 m2,"31 Dadswell Court, Sunbury VIC 3429",2,4,2,144.7081,-37.5627022,Sold by private treaty 19 August 2017,House
"$825,000",Land area 1260 m2,"72 The Skyline, Sunbury VIC 3429",2,4,2,144.749527,-37.56531,Sold at auction 19 August 2017,House
"$570,000",Land area 773 m2,"14 Baradine Court, Sunbury VIC 3429",2,4,2,144.69931,-37.5742645,Sold by private treaty 12 August 2017,House
"$670,000",Land area 560 m2,"27 Lewis Place, Sunbury VIC 3429",2,4,2,144.700226,-37.5598869,Sold by private treaty 12 August 2017,House
"$565,000",Land area 826 m2,"124 Belleview Drive, Sunbury VIC 3429",2,4,2,144.726471,-37.5999069,Sold by private treaty 04 August 2017,House
"$690,000",Land area 448 m2,"16 Rosenthal Boulevard, Sunbury VIC 3429",2,4,2,144.70845,-37.59755,Sold by private treaty 29 July 2017,House
"$510,000",Land area 743 m2,"7 Birkdale Court, Sunbury VIC 3429",2,4,2,144.754333,-37.58392,Sold by private treaty 21 July 2017,House
"$608,000",Land area 900 m2,"34 Canterbury Avenue, Sunbury VIC 3429",2,4,2,144.711975,-37.5567665,Sold by private treaty 18 July 2017,House
"$540,000",Land area 480 m2,"13 Speargrass  Court, Sunbury VIC 3429",2,4,2,144.731,-37.5769,Sold by private treaty 22 June 2017,New House & Land
"$720,000",Land area 1624 m2,"8 Marylebone Street, Sunbury VIC 3429",2,4,2,144.754013,-37.572197,Sold by private treaty 09 June 2017,House
"$570,000",Land area 616 m2,"45 Bannon Avenue, Sunbury VIC 3429",2,4,2,144.701767,-37.5584259,Sold by private treaty 03 June 2017,House
"$592,000",Land area 799 m2,"37 The Avenue, Sunbury VIC 3429",2,4,2,144.728088,-37.5910339,Sold by private treaty 03 June 2017,House
"$700,000",Land area 1021 m2,"23 Hopbush Avenue, Sunbury VIC 3429",2,4,2,144.7368,-37.5621452,Sold by private treaty 20 May 2017,House
"$595,000",Land area 424 m2,"109 Belleview  Drive, Sunbury VIC 3429",2,4,2,144.724152,-37.5957031,Sold by private treaty 13 May 2017,House
"$477,768",Land area 1052 m2,"5 Emma Court, Sunbury VIC 3429",2,4,2,144.6955,-37.5685,Sold by private treaty 13 April 2017,House
"$570,000",Land area 707 m2,"28 Paperbark Avenue, Sunbury VIC 3429",2,4,2,144.722443,-37.59067,Sold by private treaty 12 April 2017,House
"$425,000",Land area 624 m2,"31 Barwick Road, Sunbury VIC 3429",2,4,2,144.696777,-37.5642738,Sold by private treaty 10 February 2017,House
"$382,000",Land area 749 m2,"15 Buckmaster Street, Sunbury VIC 3429",2,4,1,144.709824,-37.5748024,Sold by private treaty 09 January 2017,House
"$560,000",Land area 764 m2,"29 Rees Road, Sunbury VIC 3429",2,4,2,144.710159,-37.5635262,Sold by private treaty 10 December 2016,House
"$600,000",Land area 800 m2,"2 Slim Court, Sunbury VIC 3429",2,4,2,144.723526,-37.55849,Sold by private treaty 06 December 2016,House
"$830,000",Land area 10600 m2,"35 Enterprize Drive, Sunbury VIC 3429",2,4,2,144.727722,-37.53848,Sold by private treaty 23 November 2016,House
"$520,000",Land area 679 m2,"16 Cover Drive, Sunbury VIC 3429",2,4,2,144.696747,-37.59006,Sold by private treaty 21 November 2016,House
"$410,000",Land area 737 m2,"12 Raine Court, Sunbury VIC 3429",2,4,2,144.696655,-37.56984,Sold by private treaty 21 November 2016,House
"$475,000",Land area 611 m2,"16 Lalor Crescent, Sunbury VIC 3429",2,4,2,144.709,-37.59117,Sold by private treaty 21 November 2016,House
"$415,000",Land area 737 m2,"12 Raine Court, Sunbury VIC 3429",2,4,2,144.696655,-37.56984,Sold by private treaty 09 November 2016,House
"$460,000",Land area 914 m2,"6 Bundanoon Avenue, Sunbury VIC 3429",2,4,2,144.710938,-37.557415,Sold by private treaty 29 October 2016,House
"$520,000",Land area 679 m2,"16 Cover Drive, Sunbury VIC 3429",2,4,2,144.696747,-37.59006,Sold by private treaty 27 October 2016,House
"$380,000",Land area 702 m2,"14 Raine Court, Sunbury VIC 3429",2,4,2,144.696854,-37.56987,Sold by private treaty 06 October 2016,House
"$595,000",Land area 936 m2,"52 Heatherbrae Crescent, Sunbury VIC 3429",2,4,2,144.712875,-37.56398,Sold by private treaty 05 October 2016,House
"$368,000",Land area 400,"21 Reiffel Avenue, Sunbury VIC 3429",2,4,2,144.698914,-37.5907021,Sold by private treaty 27 September 2016,House
"$440,000",Land area 615 m2,"267 Gap Road, Sunbury VIC 3429",2,4,2,144.697571,-37.57744,Sold by private treaty 27 September 2016,House
"$475,000",Land area Square m2,"6 Prospect Court, Sunbury VIC 3429",2,4,2,144.71312,-37.57683,Sold by private treaty 15 September 2016,House
"$520,000",Land area 658,"7 Treefern Drive, Sunbury VIC 3429",2,4,2,144.722229,-37.5915756,Sold by private treaty 10 September 2016,House
"$565,000",Land area 1053 m2,"14 Munch Place, Sunbury VIC 3429",2,4,2,144.700333,-37.5660172,Sold by private treaty 10 September 2016,House
"$365,000",Land area 446,"1/76 Anderson Road, Sunbury VIC 3429",2,4,2,144.718338,-37.5820122,Sold by private treaty 06 September 2016,House
"$550,000",Land area 651 m2,"6 Bluegum Way, Sunbury VIC 3429",2,4,2,144.7233,-37.58908,Sold by private treaty 27 August 2016,House
"$495,000",Land area 1350,"3 Menzies  Drive, Sunbury VIC 3429",2,4,2,144.731064,-37.5702553,Sold by private treaty 17 August 2016,House
"$470,000",Land area 865 m2,"12 Fingleton Crescent, Sunbury VIC 3429",2,4,2,144.699158,-37.59303,Sold by private treaty 16 August 2016,House
"$175,000",Land area 770,"43 Long Drive, Sunbury VIC 3429",2,4,2,144.705673,-37.55868,Sold by private treaty 16 August 2016,House
"$350,000",Land area 580 m2,"16 Dundas Avenue, Sunbury VIC 3429",2,4,1,144.707153,-37.57584,Sold by private treaty 28 July 2016,House
"$532,000",Land area 578 m2,"24 Langport Crescent, Sunbury VIC 3429",2,4,2,144.697327,-37.5621452,Sold by private treaty 20 July 2016,House
"$455,000",Land area 646,"12 Dadswell Court, Sunbury VIC 3429",2,4,2,144.707748,-37.5634651,Sold by private treaty 09 July 2016,House
"$585,000",Land area 911 m2,"15 Spavin Drive, Sunbury VIC 3429",2,4,2,144.716064,-37.5611153,Sold by private treaty 08 July 2016,House
"$355,000",Land area 668 m2,"18 Mitchells Lane, Sunbury VIC 3429",2,4,3,144.719284,-37.5855827,Sold by private treaty 29 June 2016,House
"$440,000",Land area 607 m2,"15 Yardley Street, Sunbury VIC 3429",2,4,2,144.698959,-37.59138,Sold by private treaty 27 June 2016,House
"$505,000",Land area Square m2,"17 Blind Creek Boulevard, Sunbury VIC 3429",2,4,2,144.712448,-37.5702438,Sold by private treaty 18 June 2016,House
"$481,000",Land area 870 m2,"7 Mounsey Court, Sunbury VIC 3429",2,4,2,144.720215,-37.5835762,Sold by private treaty 15 June 2016,House
"$530,000",Land area 745 m2,"26 Canterbury Avenue, Sunbury VIC 3429",2,4,2,144.712067,-37.5577736,Sold by private treaty 20 May 2016,House
"$445,000",Land area 697,"43 Dyson Drive, Sunbury VIC 3429",2,4,2,144.698853,-37.5761,Sold by private treaty 18 May 2016,House
"$492,000",Land area 886 m2,"29 Balmoral Circuit, Sunbury VIC 3429",2,4,2,144.71077,-37.5678978,Sold by private treaty 06 May 2016,House
"$510,000",Land area 919 m2,"15 St Mellion Close, Sunbury VIC 3429",2,4,2,144.699539,-37.5648,Sold by private treaty 19 April 2016,House
"$465,000",Land area 611 m2,"6 Thornton Avenue, Sunbury VIC 3429",2,4,2,144.718414,-37.57819,Sold by private treaty 18 April 2016,House
"$459,000",Land area 696 m2,"41 Border Boulevard, Sunbury VIC 3429",2,4,2,144.702362,-37.5883827,Sold by private treaty 23 March 2016,House
"$485,000",Land area 902 m2,"6 Munch Place, Sunbury VIC 3429",2,4,2,144.6997,-37.5665665,Sold by private treaty 21 March 2016,House
"$450,000",Land area 711 m2,"2 Parkes Court, Sunbury VIC 3429",2,4,2,144.726151,-37.5700378,Sold by private treaty 19 February 2016,House
"$466,000",Land area 898 m2,"1 Auld Court, Sunbury VIC 3429",2,4,2,144.713028,-37.5616074,Sold by private treaty 05 February 2016,House
"$520,000",Land area 893 m2,"5 Molvig Rise, Sunbury VIC 3429",2,4,2,144.698654,-37.56752,Sold by private treaty 14 January 2016,House
"$380,000",Land area Square m2,"29 Sorbonne Drive, Sunbury VIC 3429",2,4,2,144.754974,-37.5767021,Sold by private treaty 14 January 2016,House
"$335,000",Land area 543 m2,"4 Xavier Court, Sunbury VIC 3429",2,4,2,144.752792,-37.57605,Sold by private treaty 22 December 2015,House
"$400,000",Land area 632,"4 Martens Court, Sunbury VIC 3429",2,4,2,144.699356,-37.57315,Sold by private treaty 22 December 2015,House
"$450,000",Land area 640 m2,"13 Burge Drive, Sunbury VIC 3429",2,4,2,144.697861,-37.59163,Sold by private treaty 21 December 2015,House
"$430,000",Land area Square m2,"26 Charter Road East, Sunbury VIC 3429",2,4,2,144.705734,-37.58045,Sold by private treaty 13 December 2015,House
"$625,000
        price from APM PriceFinder",Land area 784 m2,"32 Shields Street, Sunbury VIC 3429",2,4,3,144.726135,-37.5871162,Sold by private treaty 12 December 2015,House
"$347,500",Land area 663,"16 Westward Ho Drive, Sunbury VIC 3429",2,4,2,144.747543,-37.578495,Sold by private treaty 24 November 2015,House
"$350,000",Land area 556 m2,"7 Firestone Court, Sunbury VIC 3429",2,4,2,144.746552,-37.5776,Sold by private treaty 21 November 2015,House
"$435,000",Land area 679,"10 Scullin Court, Sunbury VIC 3429",2,4,2,144.728271,-37.560463,Sold by private treaty 10 November 2015,House
"$510,000",Land area 881 m2,"4 Laureate Close, Sunbury VIC 3429",2,4,2,144.720718,-37.5610657,Sold at auction 07 November 2015,House
"$380,000",Land area 488 m2,"3 Boon Court, Sunbury VIC 3429",2,4,2,144.699631,-37.5896835,Sold by private treaty 26 October 2015,House
"$520,000",Land area 654 m2,"18 Keswick Rise, Sunbury VIC 3429",2,4,2,144.708267,-37.55532,Sold by private treaty 23 October 2015,House
"$390,000",Land area 668 m2,"10 Kippax Street, Sunbury VIC 3429",2,4,2,144.6983,-37.59269,Sold by private treaty 17 October 2015,House
"$650,000
        price from APM PriceFinder",Land area 1000,"73 Stewarts Lane, Sunbury VIC 3429",2,4,2,144.711761,-37.565403,Sold by private treaty 09 October 2015,House
"$470,000",Land area 414,"33 The Heights, Sunbury VIC 3429",2,4,2,144.726685,-37.59756,Sold by private treaty 07 October 2015,House
"$360,000
        price from APM PriceFinder",Land area 668,"21 Fisher Court, Sunbury VIC 3429",2,4,2,144.729248,-37.56118,Sold by private treaty 01 October 2015,House
"$450,000",Land area 612 m2,"20 Wicket Street, Sunbury VIC 3429",2,4,2,144.699615,-37.5936737,Sold by private treaty 30 September 2015,House
"$490,000
        price from APM PriceFinder",Land area 729 m2,"3 Grand Ridge Way, SUNBURY VIC 3429",2,4,3,144.707855,-37.5539551,Sold by private treaty 23 September 2015,House
"$490,000",Land area 553,"7 Sugargum Way, Sunbury VIC 3429",2,4,2,144.726761,-37.59089,Sold by private treaty 16 September 2015,House
"$427,000",Land area 539,"L104 Retreat  Crescent, Sunbury VIC 3429",2,4,2,144.701416,-37.55721,Sold by private treaty 10 September 2015,House
"$595,000",Land area 1362 m2,"87 Phillip Drive, Sunbury VIC 3429",2,4,2,144.701416,-37.5631638,Sold by private treaty 29 August 2015,House
"$425,000",Land area 804 m2,"4 Buckmaster Street, SUNBURY VIC 3429",2,4,3,144.710129,-37.5758629,Sold by private treaty 15 August 2015,House
"$515,000",Land area 561 m2,"227 Gap Road, SUNBURY VIC 3429",2,4,2,144.70105,-37.57788,Sold by private treaty 12 August 2015,House
"$412,000",Land area 772 m2,"12 Stonehaven Close, SUNBURY VIC 3429",2,4,2,144.731812,-37.5642853,Sold by private treaty 11 July 2015,House
"$495,000",Land area 707 m2,"28 Paperbark Avenue, SUNBURY VIC 3429",2,4,2,144.722473,-37.5905762,Sold by private treaty 03 July 2015,House
"$490,000",Land area 593 m2,"5 Agar Place, SUNBURY VIC 3429",2,4,3,144.709869,-37.5927277,Sold by private treaty 12 June 2015,House
"$550,000",Land area 969 m2,"7 Boxwood Court, SUNBURY VIC 3429",2,4,2,144.71196,-37.5715027,Sold by private treaty 10 June 2015,House
"$360,000",Land area 700,"17 Ruthven Street, Sunbury VIC 3429",2,4,2,144.725937,-37.5719261,Sold by private treaty 06 June 2015,House
"$440,000",Land area 760 m2,"22 Lister Crescent, SUNBURY VIC 3429",2,4,2,144.712067,-37.56164,Sold by private treaty 24 May 2015,House
"$610,000",Land area 750,"9 Seagull Place, Sunbury VIC 3429",2,4,3,144.71991,-37.5962563,Sold by private treaty 23 May 2015,House
"$520,000",Land area 949 m2,"226 Riddell Road, SUNBURY VIC 3429",2,4,2,144.712814,-37.5602341,Sold by private treaty 19 May 2015,House
"$485,000",Land area 708 m2,"31 Paperbark Avenue, SUNBURY VIC 3429",2,4,2,144.722412,-37.5910339,Sold by private treaty 14 May 2015,House
"$320,000",Land area 482,"1 Wentworth Court, Sunbury VIC 3429",2,4,1,144.713837,-37.58464,Sold by private treaty 08 May 2015,House
"$580,000",Land area 721 m2,"9 Fullwood Drive, SUNBURY VIC 3429",2,4,3,144.7001,-37.570137,Sold by private treaty 25 April 2015,House
"$630,000",Land area 1260,"56 The Skyline, Sunbury VIC 3429",2,4,2,144.74791,-37.5669,Sold by private treaty 14 April 2015,House
"$325,000",Land area 706,"7 Lindrick Court, Sunbury VIC 3429",2,4,2,144.7561,-37.58275,Sold by private treaty 11 April 2015,House
"$350,000",Land area 651,"64 McEwen  Drive, Sunbury VIC 3429",2,4,2,144.727036,-37.5618439,Sold by private treaty 31 March 2015,House
"$470,000",Land area 649,"22 Mountain Ash Drive, Sunbury VIC 3429",2,4,2,144.724884,-37.59158,Sold by private treaty 31 March 2015,House
"$605,000",Land area 1085 m2,"27 Fullwood Drive, SUNBURY VIC 3429",2,4,3,144.701019,-37.5683823,Sold by private treaty 27 March 2015,House
"$375,000",Land area 418 m2,"11 Raine Court, SUNBURY VIC 3429",2,4,2,144.6967,-37.5695839,Sold by private treaty 26 March 2015,House
"$410,000",Land area 733 m2,"6 Daly Close, SUNBURY VIC 3429",2,4,2,144.706924,-37.58033,Sold by private treaty 21 March 2015,House
"$380,000",Land area 906,"7 Riverview Terrace, Sunbury VIC 3429",2,4,2,144.709946,-37.5544167,Sold by private treaty 10 March 2015,House
"$420,000",Land area 666 m2,"7 Greenhill Court, SUNBURY VIC 3429",2,4,2,144.70433,-37.5585976,Sold by private treaty 06 March 2015,House
"$430,000",Land area 707 m2,"1 Manrico Court, SUNBURY VIC 3429",2,4,2,144.721573,-37.56439,Sold by private treaty 04 March 2015,House
"$445,000",Land area 800,"13 Orchardview Grove, Sunbury VIC 3429",2,4,2,144.74617,-37.57563,Sold by private treaty 03 March 2015,House
"$530,000",Land area 1174,"8 Wattle Drive, Sunbury VIC 3429",2,4,2,144.734039,-37.5641251,Sold by private treaty 24 February 2015,House
"$520,000",Land area Square m2,"190 O'Shanassy Street, Sunbury VIC 3429",2,4,3,144.725876,-37.58614,Sold by private treaty 24 February 2015,House
"$370,000",Land area Square m2,"26 Blyton Crescent, Sunbury VIC 3429",2,4,3,144.705536,-37.57218,Sold by private treaty 19 February 2015,House
"$310,000
        price from APM PriceFinder",Land area Square m2,"5 Plante Court, Sunbury VIC 3429",2,4,2,144.715561,-37.584465,Sold by private treaty 18 February 2015,House
"$440,000",Land area 786 m2,"10 Border Boulevard, SUNBURY VIC 3429",2,4,2,144.7018,-37.5852356,Sold by private treaty 17 February 2015,House
"$495,000",Land area 892,"6 Semillon Court, Sunbury VIC 3429",2,4,2,144.7499,-37.57438,Sold by private treaty 17 February 2015,House
"$466,000",Land area 851 m2,"21 Belleview Drive, SUNBURY VIC 3429",2,4,2,144.7246,-37.5892067,Sold by private treaty 04 February 2015,House
"$650,000",Land area Square m2,"35 Homestead Way, Sunbury VIC 3429",2,4,2,144.734283,-37.5419426,Sold by private treaty 31 January 2015,House
"$345,000",Land area 622 m2,"5 Lambert Avenue, SUNBURY VIC 3429",2,4,1,144.7082,-37.57717,Sold by private treaty 22 January 2015,House
"$339,000
        price from APM PriceFinder",Land area 568 m2,"15 Lambert Avenue, SUNBURY VIC 3429",2,4,2,144.708328,-37.57629,Sold by private treaty 20 January 2015,House
"$625,000
        price from APM PriceFinder",Land area 908 m2,"21 Towerbridge Rise, SUNBURY VIC 3429",2,4,2,144.733429,-37.60152,Sold by private treaty 17 January 2015,House
"$360,000",Land area 550,"12 Neill Street, Sunbury VIC 3429",2,4,1,144.72139,-37.5829468,Sold by private treaty 14 January 2015,House
"$620,000",Land area 1000,"73 Stewarts Lane, Sunbury VIC 3429",2,4,2,144.711761,-37.565403,Sold by private treaty 18 December 2014,House
"$460,000",Land area Square m2,"14 Mountain Ash Drive, Sunbury VIC 3429",2,4,2,144.7256,-37.59161,Sold by private treaty 17 December 2014,House
"$600,000",Land area 747,"48 The Avenue, Sunbury VIC 3429",2,4,2,144.726974,-37.592453,Sold by private treaty 13 December 2014,House
"$425,000",Land area 650 m2,"23 Keswick Rise, SUNBURY VIC 3429",2,4,2,144.70752,-37.5547676,Sold by private treaty 24 November 2014,House
"$415,000",Land area 650 m2,"1 Duncraig Grove, SUNBURY VIC 3429",2,4,2,144.714966,-37.5676041,Sold by private treaty 21 November 2014,House
"$465,000",Land area 800 m2,"9 Salesian Court, SUNBURY VIC 3429",2,4,2,144.74646,-37.5741463,Sold by private treaty 06 November 2014,House
"$540,000",Land area 1402 m2,"39 De Lisle Avenue, SUNBURY VIC 3429",2,4,2,144.726456,-37.5582123,Sold by private treaty 22 October 2014,House
"$335,000",Land area 759 m2,"9 Ronald Court, SUNBURY VIC 3429",2,4,1,144.7091,-37.57733,Sold by private treaty 22 October 2014,House
"$410,000",Land area 678 m2,"33 Bradman Drive, SUNBURY VIC 3429",2,4,2,144.699249,-37.58676,Sold by private treaty 18 October 2014,House
"$349,500",Land area 924,"2 Westward Ho Drive, Sunbury VIC 3429",2,4,2,144.7486,-37.5792046,Sold by private treaty 15 October 2014,House
"$425,000",Land area 757 m2,"14 Kathryn Court, SUNBURY VIC 3429",2,4,2,144.7093,-37.5704842,Sold by private treaty 06 October 2014,House
"$440,000",Land area 709 m2,"14 Streeton Court, SUNBURY VIC 3429",2,4,2,144.706757,-37.56371,Sold by private treaty 18 September 2014,House
"$445,000",Land area 650 m2,"61 Rees Road, SUNBURY VIC 3429",2,4,2,144.708038,-37.56509,Sold by private treaty 15 September 2014,House
"$395,000",Land area 1028 m2,"4 Yale Court, SUNBURY VIC 3429",2,4,2,144.748932,-37.57703,Sold by private treaty 12 September 2014,House
"$493,000",Land area Square m2,"60 Balmoral Circuit, Sunbury VIC 3429",2,4,2,144.711365,-37.5668335,Sold by private treaty 05 September 2014,House
"$420,000
        price from APM PriceFinder",Land area 812 m2,"7 Lachlan Court, SUNBURY VIC 3429",2,4,2,144.714584,-37.56522,Sold by private treaty 19 August 2014,House
"$550,000",Internal area 256,"82 The Skyline, Sunbury VIC 3429",2,4,2,144.750717,-37.5642776,Sold by private treaty 29 July 2014,House
"$522,500",Internal area 344,"25 Keswick Rise, Sunbury VIC 3429",2,4,2,144.707489,-37.5546036,Sold by private treaty 01 July 2014,House
"$580,000",Internal area 335,"45 Yellowgum Boulevard, Sunbury VIC 3429",2,4,3,144.735779,-37.5674438,Sold by private treaty 01 July 2014,House
"$575,000",Internal area 335,"60 The Skyline, Sunbury VIC 3429",2,4,2,144.748337,-37.56642,Sold by private treaty 01 July 2014,House
"$556,000",Internal area 316,"11 Old Winery Road, Sunbury VIC 3429",2,4,2,144.748886,-37.57387,Sold by private treaty 12 June 2014,House
"$435,000",Internal area 149,"14 Jardine Crescent, Sunbury VIC 3429",2,4,2,144.729218,-37.5883675,Sold by private treaty 10 June 2014,House
"$405,000",Internal area 186,"42 Sassafras Drive, Sunbury VIC 3429",2,4,2,144.72052,-37.59164,Sold by private treaty 20 May 2014,House
"$420,000",Internal area 205,"12 Dadswell Court, Sunbury VIC 3429",2,4,2,144.707748,-37.5634651,Sold by private treaty 20 May 2014,House
"$400,000",Internal area 186,"23 Fingleton Crescent, Sunbury VIC 3429",2,4,2,144.699158,-37.5936737,Sold by private treaty 13 May 2014,House
"$552,000",Internal area 233,"25 Wattle Drive, Sunbury VIC 3429",2,4,2,144.733765,-37.5625153,Sold by private treaty 06 May 2014,House
"$560,000",Internal area 260,"9 Frontignac Court, Sunbury VIC 3429",2,4,2,144.751022,-37.5653152,Sold by private treaty 25 March 2014,House
"$455,000",Internal area 233,"2 Fairbairn Grove, Sunbury VIC 3429",2,4,2,144.714233,-37.5636978,Sold by private treaty 12 March 2014,House
"$395,000",Internal area 195,"8 Tanner Place, Sunbury VIC 3429",2,4,2,144.696365,-37.5736,Sold by private treaty 11 March 2014,House
"$605,000",Internal area 279,"32 Palomino Drive, Sunbury VIC 3429",2,4,2,144.7357,-37.5917664,Sold by private treaty 28 February 2014,House
