price,landsize,address,park,bed,bath,longitude,latitude,date,property_type
"$477,500",Land area 836 m2,"169 Liberty Parade, HEIDELBERG WEST VIC 3081",-,1,1,145.036652,-37.7475,Sold at auction 22 March 2014,"House,Vacant land"
"$606,000","Land area 580 m2
Internal area 430","1 Beatrice Avenue, HEIDELBERG WEST VIC 3081",-,1,2,145.0505,-37.73024,Sold at auction 15 May 2015,House
"$422,500",Land area 599 m2,"17 Ramu Parade, HEIDELBERG WEST VIC 3081",1,1,1,145.046082,-37.7365723,Sold at auction 21 December 2013,House
"$405,000",Land area 373 m2,"335 Liberty Parade, Heidelberg West VIC 3081",2,1,1,145.038,-37.7359047,Sold at auction 09 August 2016,House
"$540,000",Land area 340 m2,"33 Morobe Street, Heidelberg West VIC 3081",-,2,1,145.039444,-37.7397575,Sold at auction 17 May 2017,House
"$613,000",Land area 391 m2,"6 Normanby Court, Heidelberg West VIC 3081",-,2,1,145.039764,-37.7348862,Sold at auction 17 May 2017,House
"$790,000",Land area 595 m2,"23 South Crescent, Heidelberg West VIC 3081",-,2,1,145.043823,-37.7404,Sold at auction 27 February 2017,House
"$560,000",Land area 385 m2,"2 Normanby Court, Heidelberg West VIC 3081",-,2,1,145.04,-37.7346764,Sold at auction 29 October 2016,House
"$680,000",Land area 605 m2,"10 Brunei Crescent, Heidelberg West VIC 3081",-,2,1,145.045837,-37.7356033,Sold at auction 24 October 2016,House
"$661,000",Land area 590 m2,"184 Oriel Road, Heidelberg West VIC 3081",-,2,1,145.0422,-37.74613,Sold at auction 10 October 2016,House
"$440,500",Land area 368 m2,"163 Dougharty Road, Heidelberg West VIC 3081",-,2,1,145.043442,-37.7340851,Sold at auction 16 July 2016,House
"$504,000",Land area 411 m2,"4 Pacific Drive, Heidelberg West VIC 3081",-,2,1,145.042923,-37.7388344,Sold at auction 12 July 2016,House
"$526,000",Land area 580 m2,"7 Pandanus Court, Heidelberg West VIC 3081",-,2,1,145.044937,-37.7445145,Sold at auction 06 January 2016,House
"$800,000",Land area 719 m2,"37 Timor Parade, Heidelberg West VIC 3081",-,2,1,145.04631,-37.7370033,Sold at auction 24 October 2015,House
"$690,000",Land area 721 m2,"16 Blackwood Parade, HEIDELBERG WEST VIC 3081",-,2,1,145.04071,-37.74356,Sold at auction 15 August 2015,House
"$460,000",Land area 542 m2,"214 Oriel Road, HEIDELBERG WEST VIC 3081",-,2,1,145.0432,-37.7414551,Sold by private treaty 10 August 2015,House
"$560,000",Land area 665 m2,"189 Oriel Road, HEIDELBERG WEST VIC 3081",-,2,1,145.041885,-37.7449646,Sold at auction 01 August 2015,House
"$380,000","Land area 443 m2
Internal area 120","5 Ajax Court, HEIDELBERG WEST VIC 3081",-,2,1,145.042969,-37.73741,Sold by private treaty 01 June 2015,House
"$432,000",Land area 457 m2,"53 Catalina Street, HEIDELBERG WEST VIC 3081",-,2,1,145.036,-37.7389679,Sold at auction 13 December 2014,House
"$500,000
        price from APM PriceFinder",Land area 666 m2,"205 Southern Road, HEIDELBERG WEST VIC 3081",-,2,1,145.037308,-37.74136,Sold by private treaty 22 November 2014,House
"$355,000",Land area 415 m2,"13 Pacific Drive, HEIDELBERG WEST VIC 3081",-,2,1,145.041809,-37.7388535,Sold by private treaty 10 October 2014,House
"$452,500",Land area 626 m2,"140 Southern Road, HEIDELBERG WEST VIC 3081",-,2,1,145.044235,-37.7414932,Sold at auction 06 September 2014,House
"$472,000",Land area 603 m2,"6 Carbeena Parade, HEIDELBERG WEST VIC 3081",-,2,1,145.041779,-37.74392,Sold at auction 06 September 2014,House
"$425,000",Land area 590 m2,"184 Oriel Road, HEIDELBERG WEST VIC 3081",-,2,1,145.042328,-37.74614,Sold at auction 02 August 2014,House
"$305,000
        price from APM PriceFinder",Land area 470 m2,"368 Liberty Parade, HEIDELBERG WEST VIC 3081",-,2,1,145.041,-37.7343178,Sold by private treaty 23 August 2013,House
"$407,000
        price from APM PriceFinder",Land area 625 m2,"15 Calola Street, HEIDELBERG WEST VIC 3081",-,2,1,145.040939,-37.7429962,Sold by private treaty 15 April 2011,House
"$370,000
        price from APM PriceFinder",Land area 444 m2,"67 Pacific Drive, HEIDELBERG WEST VIC 3081",-,2,1,145.037842,-37.7372131,Sold by private treaty 26 February 2011,House
"$388,500",Land area 442 m2,"50 Morobe Street, HEIDELBERG WEST VIC 3081",-,2,1,145.03804,-37.7393646,Sold by private treaty 18 January 2011,House
"$433,500
        price from APM PriceFinder",Land area 614 m2,"36 Coomalie Crescent, HEIDELBERG WEST VIC 3081",-,2,1,145.044067,-37.7472267,Sold at auction 28 February 2010,House
"$390,000
        price from APM PriceFinder",Land area 611 m2,"4 Pandanus Court, HEIDELBERG WEST VIC 3081",-,2,1,145.045319,-37.74428,Sold by private treaty 20 February 2010,House
"$380,000
        price from APM PriceFinder",Land area 593 m2,"12 Lae Street, Heidelberg West VIC 3081",-,2,1,145.03772,-37.74629,Sold by private treaty 27 June 2009,House
Price Withheld,Land area 589 m2,"6 Setani Crescent, HEIDELBERG WEST VIC 3081",-,2,1,145.047546,-37.73837,Sold at auction 27 November 2010,House
Price Withheld,Land area 448 m2,"60 Alamein Road, HEIDELBERG WEST VIC 3081",-,2,1,145.04248,-37.73724,Sold by private treaty 22 March 2010,House
Price Withheld,Land area 624 m2,"190 Liberty Parade, HEIDELBERG WEST VIC 3081",-,2,1,145.037109,-37.745594,Sold by private treaty 15 April 2009,House
"$342,000",Land area 654 m2,"6 Blackwood Parade, HEIDELBERG WEST VIC 3081",-,2,1,145.040512,-37.744812,Sold at auction 08 April 2013,House
"$463,000",Land area 90 m2,"7/459 Waterdale Road, Heidelberg West VIC 3081",1,2,1,145.047272,-37.7442131,Sold at auction 12 August 2017,Block of Units
"$840,000",Land area 676 m2,"35 Bardia Street, Heidelberg West VIC 3081",1,2,1,145.037369,-37.74824,Sold at auction 18 July 2017,House
"$532,000",Land area 220 m2,"581 Waterdale Road, Heidelberg West VIC 3081",1,2,2,145.0487,-37.7354927,Sold at auction 27 May 2017,House
"$705,000",Land area 583 m2,"296 Oriel Road, Heidelberg West VIC 3081",1,2,1,145.0449,-37.7351532,Sold at auction 26 November 2016,House
"$515,500",Land area 331 m2,"35 Carbeena Parade, Heidelberg West VIC 3081",1,2,1,145.037918,-37.7440948,Sold at auction 17 November 2016,House
"$1,420,000",Land area 1228.38 m2,"186 & 188 Liberty Parade, Heidelberg West VIC 3081",1,2,1,145.038254,-37.7359657,Sold at auction 08 October 2016,"House,Vacant land"
"$730,000",Land area 670 m2,"26 Setani Crescent, Heidelberg West VIC 3081",1,2,1,145.04718,-37.73712,Sold at auction 29 August 2016,House
"$620,000",Land area 593 m2,"297 Oriel Road, Heidelberg West VIC 3081",1,2,1,145.044434,-37.7349243,Sold at auction 09 July 2016,House
"$623,000",Land area 686 m2,"23 Catalina Street, Heidelberg West VIC 3081",1,2,1,145.039322,-37.7390251,Sold at auction 20 April 2016,House
"$610,000",Land area 630 m2,"23 Brunei Crescent, Heidelberg West VIC 3081",1,2,1,145.046173,-37.7347946,Sold at auction 31 October 2015,House
"$420,000",Land area 411 m2,"311 Liberty Parade, Heidelberg West VIC 3081",1,2,1,145.036514,-37.7368622,Sold at auction 10 October 2015,House
"$615,000",Land area 604 m2,"202 Oriel Road, HEIDELBERG WEST VIC 3081",1,2,1,145.042648,-37.74443,Sold by private treaty 19 September 2015,House
"$495,000",Land area 533 m2,"36 Buna Street, Heidelberg West VIC 3081",1,2,1,145.039673,-37.73598,Sold at auction 29 August 2015,House
"$600,000",Land area 644 m2,"553 Waterdale Road, HEIDELBERG WEST VIC 3081",1,2,1,145.04837,-37.7367363,Sold at auction 18 July 2015,House
"$560,500",Land area 689 m2,"13 Lae Street, HEIDELBERG WEST VIC 3081",1,2,1,145.037659,-37.74663,Sold at auction 18 April 2015,House
"$388,000
        price from APM PriceFinder",Land area 161 m2,"307 Oriel Road, HEIDELBERG WEST VIC 3081",1,2,1,145.0448,-37.7345276,Sold by private treaty 10 April 2015,House
"$375,000",Land area 445 m2,"60 Alamein Road, HEIDELBERG WEST VIC 3081",1,2,1,145.0426,-37.73725,Sold by private treaty 04 March 2015,House
"$480,000",Land area 674 m2,"11 Timor
Parade, HEIDELBERG WEST VIC 3081",1,2,1,145.045731,-37.7404022,Sold at auction 29 November 2014,House
"$561,500",Land area 672 m2,"11 Leyte Parade, HEIDELBERG WEST VIC 3081",1,2,1,145.04509,-37.73763,Sold at auction 18 October 2014,House
"$550,500
        price from APM PriceFinder",Land area 597 m2,"65 Tobruk Avenue, HEIDELBERG WEST VIC 3081",1,2,1,145.038345,-37.747673,Sold at auction 09 August 2014,House
"$460,000
        price from APM PriceFinder",Land area 625 m2,"1 Malahang Parade, HEIDELBERG WEST VIC 3081",1,2,1,145.047318,-37.7437859,Sold at auction 03 May 2014,House
"$375,000",Land area 160 m2,"3/8 Crecy Court, HEIDELBERG WEST VIC 3081",1,2,1,145.04805,-37.735405,Sold by private treaty 13 April 2014,Apartment / Unit / Flat
"$372,000",Land area 465 m2,"316 Liberty Parade, HEIDELBERG WEST VIC 3081",1,2,1,145.03717,-37.7370071,Sold at auction 05 April 2014,House
"$325,000
        price from APM PriceFinder",Land area 400 m2,"7 Lancewood Avenue, HEIDELBERG WEST VIC 3081",1,2,1,145.0394,-37.7422447,Sold by private treaty 09 December 2013,House
"$397,500",Land area 605 m2,"128 Outhwaite Road, HEIDELBERG WEST VIC 3081",1,2,1,145.04567,-37.73868,Sold at auction 23 November 2013,House
"$396,000",Land area 615 m2,"10 Bardia Street, HEIDELBERG WEST VIC 3081",1,2,1,145.0395,-37.7481155,Sold at auction 26 October 2013,House
"$456,000",Land area 664 m2,"268 Oriel Road, HEIDELBERG WEST VIC 3081",1,2,1,145.0447,-37.73729,Sold at auction 12 October 2013,House
"$420,000
        price from APM PriceFinder",Land area 361 m2,"4A Normanby Court, HEIDELBERG WEST VIC 3081",1,2,1,145.039413,-37.7346153,Sold at auction 12 October 2013,House
"$180,000",Land area 347 m2,"2/28 Morotai Parade, HEIDELBERG WEST VIC 3081",1,2,1,145.0431,-37.7475471,Sold by private treaty 10 September 2013,"Apartment / Unit / Flat,Vacant land"
"$491,500
        price from APM PriceFinder",Land area 626 m2,"37 Morotai Parade, HEIDELBERG WEST VIC 3081",1,2,1,145.042786,-37.7460442,Sold at auction 17 August 2013,House
"$205,000",Land area 295 m2,"13 Blackwood Parade, HEIDELBERG WEST VIC 3081",1,2,1,145.040085,-37.7442856,Sold by private treaty 07 July 2013,"Apartment / Unit / Flat,Vacant land"
"$440,000",Land area 649 m2,"130 Southern Road, HEIDELBERG WEST VIC 3081",1,2,1,145.045227,-37.7415962,Sold by private treaty 30 June 2013,House
"$385,500
        price from APM PriceFinder",Land area 640 m2,"36 Timor Parade, HEIDELBERG WEST VIC 3081",1,2,1,145.046783,-37.7376747,Sold by private treaty 27 October 2012,House
"$421,000
        price from APM PriceFinder",Land area 647 m2,"7 Calola Street, HEIDELBERG WEST VIC 3081",1,2,1,145.041733,-37.74309,Sold by private treaty 12 June 2012,House
"$420,000
        price from APM PriceFinder",Land area 600 m2,"227 Liberty Parade, HEIDELBERG WEST VIC 3081",1,2,1,145.036392,-37.7424164,Sold by private treaty 02 December 2011,House
"$458,000
        price from APM PriceFinder",Land area 700 m2,"66 Tobruk Avenue, HEIDELBERG WEST VIC 3081",1,2,1,145.0383,-37.74717,Sold by private treaty 12 May 2011,House
"$419,000
        price from APM PriceFinder",Land area 617 m2,"153 Southern Road, HEIDELBERG WEST VIC 3081",1,2,1,145.042358,-37.7418175,Sold by private treaty 18 October 2010,House
"$520,000",Land area 613 m2,"13 Redwood Street, HEIDELBERG WEST VIC 3081",1,2,2,145.040665,-37.7456169,Sold by private treaty 17 June 2010,House
"$449,000
        price from APM PriceFinder",Land area 688 m2,"25 Timor Parade, HEIDELBERG WEST VIC 3081",1,2,1,145.046188,-37.7383728,Sold at auction 01 May 2010,House
"$592,000",Land area 689 m2,"13 Lae Street, HEIDELBERG WEST VIC 3081",1,2,1,145.037674,-37.7465858,Sold at auction 27 March 2010,House
Price Withheld,Land area 721 m2,"2 Maple Court, Heidelberg West VIC 3081",1,2,1,145.041611,-37.7437134,Sold by private treaty 02 September 2017,House
Price Withheld,Land area 2298 m2,"20-22 Setani Crescent, HEIDELBERG WEST VIC 3081",1,2,2,145.047684,-37.737072,Sold at auction 28 February 2015,Townhouse
Price Withheld,Land area 624 m2,"37 Morotai Parade, HEIDELBERG WEST VIC 3081",1,2,1,145.042908,-37.74606,Sold by private treaty 05 August 2010,House
Price Withheld,Land area 860 m2,"449 Waterdale Road, HEIDELBERG WEST VIC 3081",1,2,1,145.047119,-37.7450027,Sold by private treaty 22 May 2010,House
Price Withheld,Land area 669 m2,"10 Mulberry Parade, HEIDELBERG WEST VIC 3081",1,2,1,145.039352,-37.74628,Sold at auction 22 May 2010,House
"$790,000",Land area 581 m2,"229 Liberty Parade, Heidelberg West VIC 3081",2,2,1,145.03653,-37.7422943,Sold at auction 26 August 2017,House
"$650,000",Land area 465 m2,"316 Liberty Parade, Heidelberg West VIC 3081",2,2,1,145.037064,-37.7369423,Sold at auction 08 April 2017,House
"$810,000",Land area 613 m2,"28 Wewak Parade, Heidelberg West VIC 3081",2,2,1,145.044479,-37.74451,Sold at auction 26 March 2017,House
"$692,000",Land area 633 m2,"35 Malahang Parade, Heidelberg West VIC 3081",2,2,1,145.0433,-37.7438431,Sold at auction 12 November 2016,House
"$590,000",Land area 587 m2,"116 Southern Road, Heidelberg West VIC 3081",2,2,1,145.046417,-37.74173,Sold at auction 25 June 2016,House
"$565,000",Land area 592 m2,"23 Morotai Parade, Heidelberg West VIC 3081",2,2,1,145.0426,-37.74706,Sold by private treaty 23 May 2016,House
"$450,000",Land area 417 m2,"12 Corvette Street, Heidelberg West VIC 3081",2,2,1,145.042587,-37.73927,Sold at auction 14 May 2016,House
"$497,500",Land area 700 m2,"2 Pandanus Court, Heidelberg West VIC 3081",2,2,1,145.045456,-37.7441368,Sold at auction 15 April 2016,House
"$590,000",Land area 630 m2,"214 Liberty Parade, Heidelberg West VIC 3081",2,2,1,145.037109,-37.7432556,Sold by private treaty 23 March 2016,House
"$650,000",Land area 646 m2,"23 Setani Crescent, HEIDELBERG WEST VIC 3081",2,2,1,145.046738,-37.73743,Sold at auction 01 August 2015,House
"$620,000",Land area 593 m2,"207 Liberty Parade, HEIDELBERG WEST VIC 3081",2,2,1,145.036377,-37.7439423,Sold at auction 26 July 2015,House
"$480,000",Land area 618 m2,"21 Carbeena Parade, Heidelberg West VIC 3081",2,2,1,145.0397,-37.7441444,Sold at auction 28 March 2015,House
"$490,000",Land area 667 m2,"131 Outhwaite Road, HEIDELBERG WEST VIC 3081",2,2,1,145.045074,-37.7390976,Sold at auction 29 April 2014,House
"$465,000",Land area 594 m2,"207 Liberty Parade, HEIDELBERG WEST VIC 3081",2,2,1,145.036377,-37.7439423,Sold at auction 29 June 2013,House
"$425,000
        price from APM PriceFinder",Land area 642 m2,"42 Tobruk Avenue, HEIDELBERG WEST VIC 3081",2,2,1,145.040726,-37.7474861,Sold at auction 25 May 2013,House
"$351,000
        price from APM PriceFinder",Land area 443 m2,"318 Liberty Parade, HEIDELBERG WEST VIC 3081",2,2,1,145.037247,-37.73692,Sold by private treaty 22 March 2013,House
"$370,000
        price from APM PriceFinder",Land area 406 m2,"256 Liberty Parade, HEIDELBERG WEST VIC 3081",2,2,2,145.037048,-37.7402267,Sold by private treaty 04 June 2012,House
"$490,000",Land area 615 m2,"50 Morotai Parade, HEIDELBERG WEST VIC 3081",2,2,1,145.043915,-37.7447357,Sold by private treaty 26 August 2010,House
"$555,000",Land area 655 m2,"266 Oriel Road, HEIDELBERG WEST VIC 3081",2,2,1,145.04451,-37.7374268,Sold by private treaty 22 June 2010,House
"$537,000",Land area 725 m2,"37 Blackwood Parade, HEIDELBERG WEST VIC 3081",2,2,1,145.040527,-37.7419472,Sold at auction 27 March 2010,House
Price Withheld,Land area 584 m2,"15 Kokoda Street, Heidelberg West VIC 3081",2,2,1,145.045624,-37.7447548,Sold at auction 14 November 2015,House
Price Withheld,Land area 706 m2,"12 Hibiscus Court, HEIDELBERG WEST VIC 3081",2,2,1,145.041458,-37.74473,Sold at auction 22 September 2009,House
"$424,000",Land area 301 m2,"14 Ebony Parade, Heidelberg West VIC 3081",2,2,1,145.038879,-37.74263,Sold at auction 22 October 2016,House
"$501,500",Land area 541 m2,"253 Liberty Parade, Heidelberg West VIC 3081",2,2,1,145.036514,-37.7404938,Sold at auction 08 October 2016,House
"$686,000
        price from APM PriceFinder",Land area 650 m2,"8 Blackwood Parade, Heidelberg West VIC 3081",2,2,1,145.0404,-37.7446327,Sold at auction 08 October 2016,House
"$726,500",Land area 593 m2,"1 Bardia Street, Heidelberg West VIC 3081",-,3,1,145.040741,-37.7482071,Sold at auction 01 July 2017,House
"$650,000",Land area 470 m2,"8 Brunei Crescent, Heidelberg West VIC 3081",-,3,1,145.0458,-37.7357368,Sold by private treaty 14 March 2017,House
"$535,600",Land area 340 m2,"1/34 Brunei Crescent, Heidelberg West VIC 3081",-,3,1,145.047623,-37.73502,Sold at auction 06 March 2017,Apartment / Unit / Flat
"$776,000",Land area 597 m2,"19 Ramu Parade, Heidelberg West VIC 3081",-,3,1,145.045883,-37.7364578,Sold at auction 06 March 2017,House
"$808,000",Land area 649 m2,"250 Oriel Road, Heidelberg West VIC 3081",-,3,1,145.044083,-37.73857,Sold at auction 14 February 2017,House
"$652,500",Land area 589 m2,"290 Oriel Road, Heidelberg West VIC 3081",-,3,1,145.04483,-37.7355843,Sold at auction 14 February 2017,House
"$500,000",Land area 442 m2,"50 Morobe Street, HEIDELBERG WEST VIC 3081",-,3,1,145.03804,-37.7392654,Sold at auction 19 September 2015,House
"$605,000",Land area 600 m2,"210 Liberty Parade, HEIDELBERG WEST VIC 3081",-,3,1,145.0371,-37.74356,Sold at auction 22 August 2015,House
"$425,000",Land area 365 m2,"80 Pacific Drive, HEIDELBERG WEST VIC 3081",-,3,1,145.037674,-37.73646,Sold at auction 08 August 2015,House
"$385,000
        price from APM PriceFinder",Land area 441 m2,"75 Ramu Parade, Heidelberg West VIC 3081",-,3,1,145.040634,-37.73619,Sold by private treaty 07 July 2015,House
"$580,000",Land area 590 m2,"3 Blackwood Parade, HEIDELBERG WEST VIC 3081",-,3,1,145.039948,-37.7450066,Sold by private treaty 13 June 2015,House
"$577,000",Land area 661 m2,"31 Mulberry Parade, HEIDELBERG WEST VIC 3081",-,3,1,145.038452,-37.74407,Sold at auction 13 September 2014,House
"$490,000",Land area 625 m2,"35 Morotai Parade, HEIDELBERG WEST VIC 3081",-,3,1,145.04277,-37.74619,Sold by private treaty 09 August 2014,House
"$450,000",Land area 667 m2,"35 Pacific Drive, HEIDELBERG WEST VIC 3081",-,3,1,145.0397,-37.738205,Sold by private treaty 23 July 2014,House
"$370,000
        price from APM PriceFinder",Land area 441 m2,"43 Catalina Street, HEIDELBERG WEST VIC 3081",-,3,1,145.037369,-37.73894,Sold by private treaty 30 June 2014,House
"$462,000",Land area 601 m2,"117 Ramu Parade, HEIDELBERG WEST VIC 3081",-,3,1,145.038818,-37.73906,Sold by private treaty 19 May 2014,House
"$450,000",Land area 636 m2,"19 Catalina Street, HEIDELBERG WEST VIC 3081",-,3,1,145.039536,-37.7390442,Sold by private treaty 06 December 2013,House
"$470,000
        price from APM PriceFinder",Land area 730 m2,"10 Maple Court, HEIDELBERG WEST VIC 3081",-,3,1,145.041092,-37.74359,Sold by private treaty 29 May 2012,House
"$317,000
        price from APM PriceFinder",Land area 647 m2,"20 Pacific Drive, HEIDELBERG WEST VIC 3081",-,3,1,145.0411,-37.7381248,Sold by private treaty 30 December 2011,House
"$475,000
        price from APM PriceFinder",Land area 746 m2,"13 Timor Parade, HEIDELBERG WEST VIC 3081",-,3,1,145.045761,-37.7402344,Sold by private treaty 21 June 2011,House
"$372,000
        price from APM PriceFinder",Land area 460 m2,"7 Exeter Court, HEIDELBERG WEST VIC 3081",-,3,1,145.041336,-37.7344627,Sold by private treaty 22 March 2011,House
"$475,000
        price from APM PriceFinder",Land area 670 m2,"49 Morotai Parade, HEIDELBERG WEST VIC 3081",-,3,1,145.043152,-37.74482,Sold at auction 13 November 2010,House
"$520,000",Land area 565 m2,"301 Oriel Road, HEIDELBERG WEST VIC 3081",-,3,1,145.044571,-37.734642,Sold at auction 19 June 2010,House
"$620,250
        price from APM PriceFinder",Land area 593 m2,"71 Tobruk Avenue, HEIDELBERG WEST VIC 3081",-,3,2,145.037766,-37.7475357,Sold at auction 15 May 2010,House
"$305,000
        price from APM PriceFinder",Land area 407 m2,"62 Alamein Road, HEIDELBERG WEST VIC 3081",-,3,1,145.0425,-37.737133,Sold by private treaty 23 March 2010,House
"$355,000
        price from APM PriceFinder",Land area 438 m2,"61 Alamein Road, HEIDELBERG WEST VIC 3081",-,3,1,145.0422,-37.73674,Sold by private treaty 23 March 2010,House
"$334,000
        price from APM PriceFinder",Land area 430 m2,"10 Achilles Street, HEIDELBERG WEST VIC 3081",-,3,1,145.04393,-37.7346954,Sold by private treaty 22 February 2010,House
"$410,000
        price from APM PriceFinder",Land area 667 m2,"35 Pacific Drive, HEIDELBERG WEST VIC 3081",-,3,1,145.039749,-37.7380943,Sold at auction 30 November 2009,House
"$340,110
        price from APM PriceFinder",Land area 351 m2,"2 Crecy Court, HEIDELBERG WEST VIC 3081",-,3,2,145.048721,-37.7351723,Sold by private treaty 19 August 2009,House
Price Withheld,Land area 507 m2,"280 Liberty Parade, HEIDELBERG WEST VIC 3081",-,3,1,145.03685,-37.7388573,Sold by private treaty 22 May 2013,House
Price Withheld,Land area 468 m2,"8 Brunei Crescent, HEIDELBERG WEST VIC 3081",-,3,1,145.0458,-37.7357368,Sold by private treaty 23 August 2010,House
Price Withheld,Land area 580 m2,"12 Ramu Parade, HEIDELBERG WEST VIC 3081",-,3,1,145.046875,-37.7362328,Sold at auction 06 November 2009,House
Price Withheld,Land area 677 m2,"12 Leyte Parade, HEIDELBERG WEST VIC 3081",-,3,1,145.045563,-37.7376976,Sold at auction 11 May 2009,House
