price,landsize,address,park,bed,bath,longitude,latitude,date,property_type
"$433,000
        price from APM PriceFinder",Internal area 62,"1204/620 Collins Street, Melbourne VIC 3000",1,2,1,144.954254,-37.81885,Sold by private treaty 28 November 2012,Apartment / Unit / Flat
"$549,000
        price from APM PriceFinder",Internal area 90,"1001/118 Franklin Street, Melbourne VIC 3000",1,2,2,144.958954,-37.8081932,Sold by private treaty 28 November 2012,Apartment / Unit / Flat
"$460,000
        price from APM PriceFinder",Internal area 70,"1302/200 Spencer Street, Melbourne VIC 3000",1,2,1,144.9533,-37.8162575,Sold at auction 08 June 2012,Apartment / Unit / Flat
"$550,000
        price from APM PriceFinder",Internal area 68,"6/283 Spring Street, Melbourne VIC 3000",1,2,1,144.970764,-37.8081627,Sold at auction 20 April 2012,Apartment / Unit / Flat
"$650,000",Internal area 0.00,"26/458 St Kilda Road, MELBOURNE VIC 3000",1,2,1,144.976074,-37.8401031,Sold by private treaty 03 December 2011,Apartment / Unit / Flat
"$360,000",Internal area 0.00,"406/604 St Kilda Road, MELBOURNE VIC 3000",1,2,2,144.980652,-37.85116,Sold by private treaty 07 October 2011,Apartment / Unit / Flat
"$425,000",Internal area 0.00,"17/78 Queens Road, MELBOURNE VIC 3000",1,2,1,144.97937,-37.85308,Sold at auction 24 September 2011,Apartment / Unit / Flat
"$580,000
        price from APM PriceFinder",Internal area 100,"1903/87 Franklin street, Melbourne VIC 3000",1,2,1,144.961777,-37.80816,Sold by private treaty 29 August 2011,Apartment / Unit / Flat
"$410,000",Internal area 0.00,"2001/280 Spencer Street, MELBOURNE VIC 3000",1,2,1,144.952164,-37.8139534,Sold by private treaty 18 August 2011,Apartment / Unit / Flat
"$580,000
        price from APM PriceFinder",Land area 70,"3407/200 Spencer St, Melbourne VIC 3000",1,2,2,144.9533,-37.8162575,Sold by private treaty 03 June 2011,Apartment / Unit / Flat
"$520,000",Internal area 0.00,"402/83 Queens Road, MELBOURNE VIC 3000",1,2,1,144.98053,-37.85437,Sold by private treaty 12 April 2011,Apartment / Unit / Flat
"$538,000
        price from APM PriceFinder",Internal area 76,"1910/200 Spencer St, Melbourne VIC 3000",1,2,1,144.9533,-37.8162575,Sold by private treaty 10 March 2011,Apartment / Unit / Flat
"$625,000
        price from APM PriceFinder",Internal area 76,"3810/200 Spencer St, Melbourne VIC 3000",1,2,1,144.9533,-37.8162575,Sold by private treaty 10 March 2011,Apartment / Unit / Flat
"$950,000",Internal area 0.00,"39/60 Flinders Street, MELBOURNE VIC 3000",1,2,2,144.972931,-37.8157,Sold by private treaty 26 February 2011,Apartment / Unit / Flat
"$540,000
        price from APM PriceFinder",Internal area 76,"2401/200 Spencer St, Melbourne VIC 3000",1,2,1,144.953171,-37.8163,Sold by private treaty 10 August 2010,Apartment / Unit / Flat
"$555,000
        price from APM PriceFinder",Land area squareMeter m2,"2709/200 Spencer Street, Melbourne VIC 3000",1,2,2,144.953171,-37.8163,Sold by private treaty 04 June 2010,Apartment / Unit / Flat
"$575,000
        price from APM PriceFinder",Land area squareMeter m2,"6/58 Queens Road, Melbourne VIC 3000",1,2,1,144.977814,-37.84842,Sold at auction 17 April 2010,Apartment / Unit / Flat
"$786,000",Internal area 0.00,"701/118 Russell Street, MELBOURNE VIC 3000",1,2,2,144.969086,-37.8135147,Sold by private treaty 14 April 2010,Apartment / Unit / Flat
"$515,000
        price from APM PriceFinder",Land area squareMeter m2,"1711/620 Collins Street, Melbourne VIC 3000",1,2,1,144.954437,-37.8187675,Sold by private treaty 28 March 2010,Apartment / Unit / Flat
"$505,000",Internal area 0.00,"401/25-33 Wills Street, MELBOURNE VIC 3000",1,2,1,144.957,-37.81074,Sold at auction 27 February 2010,Apartment / Unit / Flat
"$440,000",Internal area 77,"407/28 Wills Street, Melbourne VIC 3000",1,2,2,144.957458,-37.8106956,Sold at auction 13 February 2010,Apartment / Unit / Flat
"$590,000
        price from APM PriceFinder",Land area squareMeter m2,"2610/22-24 Jane Bell Lane, Melbourne VIC 3000",1,2,1,144.96553,-37.8103561,Sold by private treaty 20 January 2010,Apartment / Unit / Flat
"$600,000
        price from APM PriceFinder",Land area squareMeter m2,"3505/200 Spencer Street, Melbourne VIC 3000",1,2,1,144.953171,-37.8163,Sold by private treaty 18 January 2010,Apartment / Unit / Flat
"$475,000",Internal area 81.35,"303/565 Flinders Street, Melbourne VIC 3000",1,2,1,144.955765,-37.82113,Sold by private treaty 11 January 2010,Apartment / Unit / Flat
"$513,000
        price from APM PriceFinder",Land area squareMeter m2,"1507/620 Collins Street, Melbourne VIC 3000",1,2,1,144.954437,-37.8187675,Sold by private treaty 27 November 2009,Apartment / Unit / Flat
"$570,000
        price from APM PriceFinder",Land area squareMeter m2,"2209/200 Spencer Street, Melbourne VIC 3000",1,2,2,144.952942,-37.8163643,Sold by private treaty 21 November 2009,Apartment / Unit / Flat
"$536,000
        price from APM PriceFinder",Land area squareMeter m2,"3305/200 Spencer Street, Melbourne VIC 3000",1,2,1,144.9529,-37.81638,Sold by private treaty 13 October 2009,Apartment / Unit / Flat
"$462,000",Internal area 90,"1106/28 Wills Street, Melbourne VIC 3000",1,2,1,144.957458,-37.8106956,Sold by private treaty 29 September 2009,Apartment / Unit / Flat
"$525,000
        price from APM PriceFinder",Land area squareMeter m2,"701/620 Collins Street, Melbourne VIC 3000",1,2,2,144.954437,-37.8187675,Sold by private treaty 07 August 2009,Apartment / Unit / Flat
"$485,000
        price from APM PriceFinder",Land area squareMeter m2,"2204/60 Market Street, Melbourne VIC 3000",1,2,1,144.96109,-37.8180466,Sold by private treaty 13 July 2009,Apartment / Unit / Flat
"$375,000
        price from APM PriceFinder",Land area squareMeter m2,"2708/8 Downie Street, Melbourne VIC 3000",1,2,1,144.955826,-37.8201332,Sold by private treaty 04 April 2009,Apartment / Unit / Flat
"$520,000
        price from APM PriceFinder",Land area squareMeter m2,"3904/22-24 Jane Bell Lane, Melbourne VIC 3000",1,2,1,144.966263,-37.8102226,Sold by private treaty 20 March 2009,Apartment / Unit / Flat
Price Withheld,Internal area 70,"803/68 La Trobe  Street, Melbourne VIC 3000",1,2,1,144.9668,-37.8083649,Sold by private treaty 02 December 2016,Apartment / Unit / Flat
Price Withheld,Land area 89 m2,"4001/318 Russell  Street, Melbourne VIC 3000",1,2,2,144.966782,-37.80924,Sold by private treaty 07 October 2016,Apartment / Unit / Flat
Price Withheld,Land area 115 m2,"330/67 Spencer Street, Melbourne VIC 3000",1,2,2,144.954483,-37.82,Sold at auction 16 July 2016,Apartment / Unit / Flat
Price Withheld,Internal area 90.02 m2,"1001/118 Franklin St, Melbourne VIC 3000",1,2,2,144.958954,-37.8081932,Sold by private treaty 04 July 2016,Apartment / Unit / Flat
Price Withheld,Land area 81 m2,"2306/483 Swanston Street, Melbourne VIC 3000",1,2,1,144.962418,-37.80715,Sold by private treaty 30 June 2016,Apartment / Unit / Flat
Price Withheld,Land area 74 m2,"2518/220 Spencer Street, Melbourne VIC 3000",1,2,2,144.953033,-37.81571,Sold by private treaty 26 April 2016,Apartment / Unit / Flat
Price Withheld,Land area 79 m2,"802/8 Exploration Lane, Melbourne VIC 3000",1,2,2,144.968445,-37.80914,Sold by private treaty 06 February 2016,Apartment / Unit / Flat
Price Withheld,Internal area 66,"3607 / 380 Little Lonsdale Street, Melbourne VIC 3000",1,2,1,144.9581,-37.8121,Sold by private treaty 11 January 2016,Apartment / Unit / Flat
Price Withheld,Internal area 88,"4603/27 Therry  Street, Melbourne VIC 3000",1,2,2,144.961044,-37.8067932,Sold by private treaty 14 October 2015,Apartment / Unit / Flat
Price Withheld,Internal area 110,Melbourne VIC 3000,1,2,1,144.963943,-37.8152046,Sold by private treaty 23 June 2015,Apartment / Unit / Flat
Price Withheld,Land area 87 m2,"3003/8 Franklin Street, Melbourne VIC 3000",1,2,2,144.9621,-37.80754,Sold by private treaty 23 March 2015,Apartment / Unit / Flat
Price Withheld,Internal area 94,"301/604 StKilda Road, Melbourne VIC 3000",1,2,1,144.980652,-37.85116,Sold at auction 06 September 2014,Apartment / Unit / Flat
Price Withheld,Internal area 88,"1905/25 Wills Street, MELBOURNE VIC 3000",1,2,2,144.957214,-37.8107872,Sold by private treaty 25 June 2014,Apartment / Unit / Flat
Price Withheld,Land area 104 m2,Melbourne VIC 3000,1,2,1,144.963943,-37.8152046,Sold by private treaty 10 June 2014,Apartment / Unit / Flat
Price Withheld,Internal area 96,"22-24 Jane Bell Lane, MELBOURNE VIC 3000",1,2,2,144.9662,-37.8102036,Sold by private treaty 21 March 2014,Apartment / Unit / Flat
Price Withheld,Internal area 73,"2308/668 Bourke Street, Melbourne VIC 3000",1,2,1,144.954056,-37.8163834,Sold at auction 30 November 2013,Apartment / Unit / Flat
Price Withheld,Internal area 91,"901/15 Collins Street, Melbourne VIC 3000",1,2,2,144.97316,-37.81373,Sold by private treaty 24 August 2013,Apartment / Unit / Flat
Price Withheld,Land area 83 m2,"506/95 Berkeley Street, MELBOURNE VIC 3000",1,2,2,144.959045,-37.8031769,Sold by private treaty 13 August 2013,Apartment / Unit / Flat
Price Withheld,Internal area 47,"3407A/8 Franklin Street, Melbourne VIC 3000",1,2,1,144.962128,-37.80753,Sold by private treaty 08 December 2012,Apartment / Unit / Flat
Price Withheld,Internal area 75,"910/68 La Trobe Street, Melbourne VIC 3000",1,2,1,144.9667,-37.80838,Sold by private treaty 08 November 2012,Apartment / Unit / Flat
Price Withheld,Internal area 70,"609/668 Bourke Street, Melbourne VIC 3000",1,2,1,144.9543,-37.8166428,Sold at auction 03 November 2012,Apartment / Unit / Flat
Price Withheld,Land area 70,"809/668 Bourke Street, Melbourne VIC 3000",1,2,1,144.9543,-37.8166428,Sold by private treaty 05 March 2012,Apartment / Unit / Flat
Price Withheld,Internal area 77,"303/28 Wills Street, MELBOURNE VIC 3000",1,2,1,144.957458,-37.8106956,Sold at auction 17 September 2011,Apartment / Unit / Flat
Price Withheld,Internal area 75,"1310/68 La Trobe Street, Melbourne VIC 3000",1,2,1,144.9667,-37.80838,Sold by private treaty 22 January 2011,Apartment / Unit / Flat
Price Withheld,Internal area 98.28,"1301/565 Flinders Street, Melbourne VIC 3000",1,2,2,144.955765,-37.82113,Sold by private treaty 27 April 2010,Apartment / Unit / Flat
Price Withheld,Internal area 87,"1007/565 Flinders Street, Melbourne VIC 3000",1,2,2,144.955765,-37.82113,Sold by private treaty 27 April 2010,Apartment / Unit / Flat
Price Withheld,Internal area 85,"2703/87 Franklin Street, Melbourne VIC 3000",1,2,1,144.961685,-37.80803,Sold by private treaty 01 March 2010,Apartment / Unit / Flat
Price Withheld,Land area squareMeter m2,"702/172 William Street, Melbourne VIC 3000",1,2,1,144.95816,-37.81497,Sold by private treaty 23 February 2010,Apartment / Unit / Flat
Price Withheld,Land area squareMeter m2,"143/201 Spring Street, Melbourne VIC 3000",1,2,2,144.972183,-37.8100929,Sold by private treaty 10 February 2010,Apartment / Unit / Flat
Price Withheld,Land area squareMeter m2,"303w/565 Flinders Street, Melbourne VIC 3000",1,2,1,144.955765,-37.82113,Sold by private treaty 19 January 2010,Apartment / Unit / Flat
Price Withheld,Land area squareMeter m2,"504/16 Liverpool Street, Melbourne VIC 3000",1,2,1,144.971466,-37.8111076,Sold by private treaty 24 December 2009,Apartment / Unit / Flat
Price Withheld,Land area squareMeter m2,"1/180 Little Collins Street, Melbourne VIC 3000",1,2,1,144.967911,-37.81386,Sold by private treaty 22 September 2009,Apartment / Unit / Flat
Price Withheld,Land area squareMeter m2,"2103/620 Collins Street, Melbourne VIC 3000",1,2,1,144.954437,-37.8187675,Sold by private treaty 30 July 2009,Apartment / Unit / Flat
Price Withheld,Land area squareMeter m2,"1100/668 Bourke Street, Melbourne VIC 3000",1,2,1,144.9542,-37.8166,Sold by private treaty 14 July 2009,Apartment / Unit / Flat
Price Withheld,Land area squareMeter m2,"1907/68 La Trobe Street, Melbourne VIC 3000",1,2,1,144.966354,-37.80839,Sold by private treaty 27 June 2009,Apartment / Unit / Flat
Price Withheld,Land area squareMeter m2,"904/265 Exhibition Street, Melbourne VIC 3000",1,2,2,144.969116,-37.8095245,Sold by private treaty 12 June 2009,Apartment / Unit / Flat
Price Withheld,Land area squareMeter m2,"2200/668 Bourke Steet, Melbourne VIC 3000",1,2,2,144.9542,-37.8166,Sold by private treaty 08 June 2009,Apartment / Unit / Flat
Price Withheld,Land area squareMeter m2,"2709/8 Downie Street, Melbourne VIC 3000",1,2,1,144.955826,-37.8201332,Sold by private treaty 25 March 2009,Apartment / Unit / Flat
Price Withheld,Land area squareMeter m2,"19/50 Bourke Street, Melbourne VIC 3000",1,2,1,144.971786,-37.8115273,Sold by private treaty 17 March 2009,Apartment / Unit / Flat
Price Withheld,Land area squareMeter m2,"808/668 Bourke Street, Melbourne VIC 3000",1,2,1,144.9542,-37.8166,Sold by private treaty 13 March 2009,Apartment / Unit / Flat
Price Withheld,Land area squareMeter m2,"1305/68 La Trobe Street, Melbourne VIC 3000",1,2,1,144.979874,-37.82749,Sold by private treaty 26 February 2009,Apartment / Unit / Flat
Price Withheld,Land area squareMeter m2,"Level 807 118 Franklin Street, Melbourne VIC 3000",1,2,1,144.959015,-37.8083572,Sold by private treaty 14 January 2009,Apartment / Unit / Flat
"$715,000
        price from APM PriceFinder",Internal area 71.00,"1208/265 Exhibition Street, Melbourne VIC 3000",1,2,2,144.969131,-37.809597,Sold by private treaty 10 March 2017,Apartment / Unit / Flat
"$510,000
        price from APM PriceFinder",Internal area 85 m2,"524/181 Exhibition Street, Melbourne VIC 3000",1,2,1,144.97,-37.81145,Sold by private treaty 07 October 2016,Apartment / Unit / Flat
"$523,000",Internal area 57 m2,"2902/31 A'Beckett, Melbourne VIC 3000",1,2,1,144.9625,-37.80878,Sold by private treaty 05 October 2016,Apartment / Unit / Flat
"$730,000",Internal area 105 m2,"712/55 Queens Road, Melbourne VIC 3000",1,2,2,144.978226,-37.8478661,Sold by private treaty 21 September 2015,Apartment / Unit / Flat
"$500,000",Land area 68 m2,"2810/220 Spencer Street, Melbourne VIC 3000",1,2,1,144.953033,-37.81571,Sold by private treaty 30 July 2015,Apartment / Unit / Flat
"$435,000
        price from APM PriceFinder","Land area 12 m2
Internal area 68","112/9 Commercial Road, Melbourne VIC 3000",1,2,1,144.980118,-37.8458824,Sold by private treaty 10 April 2015,Apartment / Unit / Flat
"$522,500
        price from APM PriceFinder",Internal area 83,"518/181 Exhibition Street, MELBOURNE VIC 3000",1,2,1,144.9699,-37.8114853,Sold by private treaty 28 February 2014,Apartment / Unit / Flat
"$537,500
        price from APM PriceFinder",Internal area 90,"12/114 Hardware Street, MELBOURNE VIC 3000",1,2,1,144.960846,-37.812088,Sold by private treaty 25 December 2013,Apartment / Unit / Flat
"$650,000
        price from APM PriceFinder",Internal area 90,"119/283 spring st, MELBOURNE VIC 3000",1,2,1,144.970764,-37.8081627,Sold by private treaty 30 October 2013,Apartment / Unit / Flat
"$535,000",Internal area 100 m2,"1026/555 flinders Street, Melbourne VIC 3000",1,2,2,144.956238,-37.82087,Sold by private treaty 17 May 2013,Apartment / Unit / Flat
"$512,000
        price from APM PriceFinder",Internal area 76,"814/181 Exhibition Street, MELBOURNE VIC 3000",1,2,1,144.9699,-37.8114853,Sold by private treaty 26 November 2012,Apartment / Unit / Flat
"$351,000
        price from APM PriceFinder",Internal area 265 m2,"136 Exhibition Street, MELBOURNE VIC 3000",1,2,1,144.970932,-37.8124924,Sold by private treaty 15 November 2011,
"$460,000",Internal area 0.00,"1704/483 Swanston Street, MELBOURNE VIC 3000",1,2,1,144.96167,-37.8074074,Sold by private treaty 09 November 2011,Apartment / Unit / Flat
"$205,000",Internal area 65 m2,"610/566 St Kilda Road, MELBOURNE VIC 3000",1,2,1,144.979416,-37.8464775,Sold by private treaty 19 October 2011,
"$522,000",Internal area 76.5,"613/181 Exhibition Street, MELBOURNE VIC 3000",1,2,1,144.9699,-37.8114853,Sold by private treaty 25 August 2011,Apartment / Unit / Flat
Price Withheld,Internal area 72 m2,"608/68 La Trobe Street, Melbourne VIC 3000",1,2,1,144.9667,-37.80838,Sold by private treaty 10 October 2015,Apartment / Unit / Flat
Price Withheld,Internal area 89,"510/181 Exhibition Street, MELBOURNE VIC 3000",1,2,1,144.9699,-37.8114853,Sold by private treaty 21 September 2015,Apartment / Unit / Flat
Price Withheld,Internal area 83,"409/181 Exhibition Street, MELBOURNE VIC 3000",1,2,1,144.9699,-37.8114853,Sold by private treaty 17 June 2015,Apartment / Unit / Flat
Price Withheld,Internal area 65,"2309/31 A'Beckett street, MELBOURNE VIC 3000",1,2,1,144.9625,-37.80878,Sold by private treaty 09 September 2013,Apartment / Unit / Flat
Price Withheld,Internal area 56,"2002/33 Mackenzie street, MELBOURNE VIC 3000",1,2,1,144.966858,-37.8074951,Sold by private treaty 26 September 2012,Apartment / Unit / Flat
Price Withheld,Internal area 61.5,"2011/33 mackenzie street, MELBOURNE VIC 3000",1,2,1,144.966858,-37.8074951,Sold by private treaty 29 May 2012,Apartment / Unit / Flat
Price Withheld,Internal area 66,"1704/68 Latrobe Street, MELBOURNE VIC 3000",1,2,1,144.961823,-37.80942,Sold by private treaty 21 October 2011,Apartment / Unit / Flat
Price Withheld,Internal area 79.7,"409/181 Exhibition Street, MELBOURNE VIC 3000",1,2,1,144.9699,-37.8114853,Sold by private treaty 23 September 2011,Apartment / Unit / Flat
Price Withheld,Internal area 87,"183 City Road, Melbourne VIC 3000",1,2,1,144.9624,-37.8249168,Sold by private treaty 07 April 2011,House
Price Withheld,Internal area 71.2,"1904/620 COLLINS STREET, Melbourne VIC 3000",1,2,1,144.954376,-37.8187675,Sold by private treaty 13 January 2011,Apartment / Unit / Flat
Price Withheld,Internal area 76.7,"614/181 Exhibition Street, MELBOURNE VIC 3000",1,2,1,144.97,-37.81145,Sold by private treaty 19 November 2010,Apartment / Unit / Flat
Price Withheld,Internal area 103.5,"1304/265 Exhibition Street, MELBOURNE VIC 3000",1,2,2,144.969238,-37.8095741,Sold by private treaty 01 November 2010,Apartment / Unit / Flat
